_1,_2
YV,526299
AS,1010650
9E,397405
EV,1883111
XE,817618
KH,26031
TZ,42691
F9,445811
OH,631930
HP,576876
TW,397216
NK,233263
VX,108479
AA,4295456
B6,1130700
NW,1530387
US,2531750
HA,138889
FL,649993
UA,3858319
OO,2405307
MQ,2010759
CO,1283965
WN,8741460
DH,179206
DL,4465074
G4,73643
YX,151570
