_1,_2,_3,_4
2011,10,1,216.0
2000,12,1,266.0
2015,8,4,187.0
2017,2,3,140.0
2018,8,5,427.0
2000,2,7,177.0
2005,3,4,83.0
2003,5,3,91.0
2009,6,5,430.0
2015,3,4,176.0
2016,11,5,83.0
2018,10,4,149.0
2014,6,4,198.0
2014,9,4,155.0
1998,3,1,254.0
2017,12,7,162.0
2002,2,4,88.0
2008,12,5,402.0
2007,1,6,114.0
2009,7,7,275.0
2012,1,5,110.0
2004,8,3,273.0
2013,1,2,179.0
2009,11,7,144.0
2016,11,4,54.0
2008,10,3,266.0
2012,1,1,225.0
2013,6,2,183.0
2001,3,2,125.0
2008,5,4,92.0
2017,6,3,177.0
2009,3,5,129.0
2008,2,6,192.0
1996,3,7,147.0
2003,5,7,77.0
2015,1,5,133.0
2012,12,4,123.0
2007,2,1,121.0
2018,5,5,114.0
2019,12,2,183.0
1997,6,4,156.0
2006,11,4,216.0
2016,4,5,145.0
1997,2,2,61.0
1999,2,3,114.0
2003,11,4,77.0
2007,5,6,130.0
2012,9,1,81.0
2006,7,1,173.0
2009,11,2,78.0
2016,10,1,71.0
2017,4,5,88.0
2006,12,1,102.0
2004,6,1,210.0
2004,2,4,89.0
2005,3,2,238.0
2010,8,4,193.0
2013,2,3,106.0
2019,4,7,394.0
2008,8,7,189.0
2003,1,2,97.0
2017,2,4,112.0
2009,3,6,134.0
2011,11,4,86.0
2019,5,7,271.0
1998,5,6,125.0
2000,10,3,127.0
2011,2,1,170.0
2013,7,5,207.0
1999,11,7,119.0
1998,3,2,86.0
2010,11,5,93.0
2016,5,5,132.0
2010,10,5,88.0
1997,3,1,220.0
2010,8,2,149.0
2019,5,6,206.0
2015,7,5,228.0
2002,8,7,85.0
2003,10,5,104.0
2008,12,6,271.0
2018,12,1,173.0
1996,8,2,137.0
2002,2,3,75.0
1996,12,5,212.0
1997,3,3,110.0
2013,10,1,130.0
2002,6,2,163.0
2009,3,3,237.0
2013,2,2,173.0
1996,5,6,158.0
1996,4,5,185.0
2011,4,4,183.0
1999,12,3,135.0
2005,1,4,588.0
2010,4,5,122.0
2014,12,5,112.0
2018,10,1,247.0
2017,5,1,97.0
2019,1,3,185.0
2003,10,3,105.0
2010,6,3,302.0
2020,7,3,112.0
2000,12,4,158.0
2002,1,2,52.0
2002,5,1,84.0
2002,11,5,61.0
2002,10,2,63.0
2012,10,3,120.0
2018,2,2,222.0
2009,7,4,254.0
2006,12,4,275.0
2005,5,2,85.0
2017,10,1,100.0
2012,4,2,121.0
2008,4,5,299.0
2014,3,7,122.0
2012,2,5,129.0
2014,7,6,116.0
2000,1,2,165.0
2016,1,2,108.0
2002,7,3,118.0
1998,12,6,132.0
2003,4,5,103.0
2013,5,6,100.0
2005,12,2,104.0
2009,2,7,63.0
2001,11,6,80.0
2007,7,1,329.0
2007,1,2,94.0
2007,2,5,103.0
2007,10,6,66.0
1999,9,5,80.0
2008,2,2,284.0
1997,7,3,272.0
1999,11,3,81.0
1998,2,6,116.0
2014,5,5,232.0
2000,4,5,225.0
2003,1,6,92.0
2017,6,2,182.0
1999,3,7,151.0
2009,8,1,178.0
2004,12,2,168.0
2005,10,7,90.0
2011,6,6,193.0
1999,9,7,54.0
2012,12,5,98.0
2017,7,5,226.0
2018,4,7,143.0
1997,6,3,203.0
1997,7,5,223.0
2000,7,5,333.0
2005,7,6,217.0
2018,10,7,133.0
2009,9,6,169.0
1996,5,1,115.0
2004,9,1,139.0
2015,7,4,242.0
2000,9,1,302.0
2003,7,1,195.0
2012,5,4,218.0
2006,2,7,190.0
2004,4,3,40.0
2001,1,6,123.0
2018,11,7,146.0
2004,10,3,81.0
2005,5,3,131.0
1996,5,7,78.0
2008,6,4,331.0
2002,8,5,175.0
2003,8,7,265.0
2016,3,1,109.0
1998,12,5,108.0
2017,6,1,170.0
2020,8,3,108.0
1998,5,5,224.0
1999,7,4,195.0
2017,9,2,127.0
2002,7,5,125.0
2005,6,6,108.0
2009,9,3,113.0
2010,6,2,353.0
2011,5,5,140.0
2009,7,5,349.0
2001,3,4,149.0
1998,5,7,164.0
2002,9,4,136.0
2015,7,6,203.0
2017,11,5,111.0
2013,12,1,151.0
2016,6,2,381.0
2000,4,2,149.0
2003,2,6,168.0
2010,7,4,227.0
2016,1,1,78.0
2010,9,7,84.0
2019,11,3,118.0
1996,9,7,222.0
2008,11,3,97.0
2011,9,5,266.0
2012,7,1,218.0
2001,9,4,150.0
2012,11,5,103.0
2016,12,4,185.0
2018,6,7,247.0
1999,6,4,194.0
2016,3,4,271.0
2017,9,5,97.0
2003,6,6,105.0
1997,5,1,127.0
2005,2,4,108.0
2013,8,4,251.0
2015,5,4,210.0
2004,11,7,137.0
2014,8,6,232.0
2003,12,4,88.0
2005,2,7,96.0
2005,7,1,253.0
2007,10,4,140.0
2016,10,5,108.0
1997,1,2,131.0
1998,12,3,292.0
2006,4,1,147.0
1996,10,4,183.0
2018,5,6,138.0
2001,12,5,63.0
2006,6,6,222.0
2015,5,6,248.0
2016,7,5,338.0
2001,1,4,135.0
2003,8,3,129.0
2020,9,1,56.0
2008,7,7,414.0
2009,5,3,181.0
2007,12,5,246.0
2011,11,3,181.0
1996,7,5,207.0
2008,3,7,161.0
1997,8,7,192.0
2004,2,2,90.0
1997,10,4,105.0
1997,7,2,248.0
1999,5,3,157.0
2007,4,7,176.0
1997,3,6,138.0
1999,6,2,375.0
2007,12,4,195.0
2017,4,2,70.0
2002,8,2,119.0
2007,6,4,236.0
2015,8,5,169.0
2019,6,1,312.0
2001,2,7,148.0
2009,6,7,118.0
2010,9,2,198.0
2019,3,4,112.0
2000,9,5,158.0
2001,5,5,107.0
2008,7,3,367.0
2009,5,2,133.0
2016,9,5,73.0
2012,8,5,190.0
2000,2,4,146.0
1996,8,3,136.0
2008,5,3,96.0
2016,2,3,255.0
2007,6,3,394.0
1996,7,6,77.0
2005,9,4,185.0
2010,10,2,138.0
1998,4,6,78.0
2006,1,3,133.0
2011,1,3,197.0
2005,11,7,173.0
2003,12,2,90.0
2018,7,4,316.0
2006,12,7,109.0
2001,3,7,98.0
2011,12,4,152.0
1999,12,2,103.0
2007,11,6,50.0
1998,4,2,60.0
2018,3,2,115.0
2001,5,6,90.0
2017,7,7,268.0
1997,11,3,132.0
2011,2,4,160.0
2008,11,2,88.0
2018,2,3,214.0
2000,10,5,81.0
2001,9,7,160.0
2016,1,7,159.0
2018,2,4,211.0
2009,12,5,165.0
1996,6,7,227.0
2007,6,6,241.0
2016,9,1,111.0
2017,8,7,102.0
2020,5,7,93.0
2011,4,6,239.0
2016,7,3,223.0
2003,4,6,76.0
2015,10,3,65.0
2010,12,1,233.0
2000,3,1,119.0
2002,9,1,76.0
2007,10,3,104.0
2008,3,4,123.0
2017,4,6,78.0
2003,3,5,115.0
2014,11,6,90.0
2018,11,2,136.0
2014,6,5,213.0
2004,10,6,101.0
2013,5,5,238.0
1996,11,6,104.0
1996,5,3,121.0
2011,11,5,72.0
2001,7,4,150.0
2011,10,6,174.0
1996,10,6,127.0
2019,7,2,340.0
1997,6,1,251.0
1999,7,5,292.0
2013,11,2,73.0
1996,12,3,92.0
2007,8,2,218.0
2019,6,3,294.0
2008,10,2,104.0
2018,5,3,314.0
2018,5,1,299.0
1996,11,2,170.0
2013,4,5,103.0
1996,4,2,127.0
2005,11,2,280.0
2012,10,4,128.0
2014,3,3,114.0
2017,6,6,163.0
2006,1,4,161.0
2012,10,6,55.0
2003,12,1,94.0
2012,2,3,133.0
2003,1,3,117.0
2017,9,4,97.0
1999,4,4,233.0
1996,2,5,341.0
2018,8,2,373.0
1999,11,1,175.0
2017,12,6,184.0
2004,10,1,139.0
2014,4,3,195.0
2001,6,7,170.0
2010,5,3,219.0
2020,1,3,131.0
1996,5,4,238.0
1999,8,2,163.0
2020,8,6,62.0
2020,9,3,42.0
2013,6,5,351.0
2001,2,4,293.0
2001,8,3,173.0
2014,3,5,96.0
2015,11,2,119.0
2020,1,5,325.0
2003,8,6,182.0
1996,3,6,109.0
2009,2,6,100.0
2006,11,7,170.0
2012,3,6,127.0
2000,5,4,327.0
2004,3,2,124.0
1996,9,1,119.0
2011,1,2,154.0
2010,3,5,181.0
2013,11,3,85.0
2014,10,1,189.0
2002,2,5,58.0
2008,6,2,247.0
2017,3,6,66.0
2020,7,6,71.0
2002,7,1,196.0
2006,1,7,251.0
2017,12,2,106.0
2005,7,5,364.0
2016,8,3,175.0
2018,1,2,356.0
2007,8,1,154.0
2016,2,5,102.0
2019,11,2,149.0
2001,5,3,103.0
2007,3,3,185.0
2004,3,1,93.0
2008,10,6,120.0
2019,8,3,375.0
2005,8,2,355.0
2017,3,2,140.0
2001,4,1,227.0
1999,1,6,512.0
2011,4,5,179.0
2005,11,3,124.0
2018,5,7,256.0
2019,4,2,230.0
2011,2,5,169.0
2014,12,4,113.0
2018,9,1,210.0
1999,4,7,93.0
2018,5,2,308.0
2004,4,7,123.0
2017,12,4,112.0
2003,9,7,66.0
2014,8,1,203.0
2001,11,5,76.0
2010,2,4,226.0
2007,10,1,256.0
2007,12,3,168.0
2013,8,3,199.0
2018,6,5,281.0
2015,7,2,231.0
1996,4,1,211.0
2000,11,3,130.0
2003,10,6,71.0
2014,2,1,164.0
2019,2,6,201.0
2006,1,1,374.0
2009,1,7,152.0
2011,3,4,282.0
2006,11,5,174.0
2004,8,2,136.0
2015,12,3,239.0
2015,9,4,183.0
2013,5,1,160.0
1997,2,6,83.0
2012,5,5,162.0
2008,5,5,153.0
2017,11,3,76.0
2009,8,2,155.0
2018,6,1,354.0
1997,9,2,180.0
2003,1,4,168.0
2014,9,2,97.0
2003,8,1,199.0
2008,2,5,190.0
2010,7,2,331.0
1998,6,2,244.0
2010,5,4,146.0
2000,5,2,146.0
2007,4,5,138.0
2014,8,7,242.0
1997,9,6,47.0
2007,9,7,101.0
2014,3,6,212.0
2000,3,3,113.0
2017,2,1,159.0
2000,10,7,179.0
2008,6,5,196.0
2009,12,1,309.0
2005,9,2,74.0
2000,8,2,188.0
2009,4,1,307.0
2014,2,4,216.0
1996,5,2,140.0
2011,8,3,185.0
2001,5,1,111.0
2016,12,6,226.0
2012,4,6,78.0
2020,8,2,57.0
2007,2,2,301.0
2012,9,6,131.0
2002,5,5,119.0
2014,10,3,93.0
2005,12,5,211.0
2018,6,2,249.0
2020,4,2,30.0
1998,7,7,113.0
2002,3,1,67.0
2012,5,2,252.0
2014,12,7,148.0
2015,3,5,124.0
2007,1,3,124.0
2007,9,2,181.0
2003,7,3,171.0
2004,10,5,133.0
2006,7,6,232.0
2004,12,3,235.0
1996,1,5,283.0
2009,1,4,159.0
2004,10,7,118.0
2009,1,5,196.0
2009,6,3,386.0
2020,5,5,74.0
2013,7,7,266.0
2007,7,2,320.0
1997,8,3,132.0
2000,9,4,116.0
2010,4,4,163.0
1996,12,2,130.0
2016,12,1,130.0
1997,4,5,259.0
2004,12,1,196.0
2004,2,5,112.0
2004,9,7,84.0
2015,10,7,49.0
2009,6,6,138.0
2001,10,5,206.0
2010,6,5,313.0
2006,8,1,193.0
2016,9,4,184.0
2006,9,5,234.0
2011,12,5,163.0
2019,11,5,152.0
2007,5,7,171.0
2017,2,6,150.0
2004,9,4,208.0
2014,8,2,211.0
2002,6,4,224.0
2008,8,4,367.0
1996,12,7,281.0
2001,6,6,332.0
2000,11,1,94.0
2016,7,4,250.0
1998,7,2,219.0
2018,2,6,195.0
2005,2,3,105.0
2012,6,2,143.0
2016,11,7,125.0
2000,10,4,180.0
2013,5,7,99.0
1998,1,5,127.0
2012,8,3,195.0
2003,4,7,76.0
2002,12,7,78.0
2002,9,5,41.0
2005,1,7,370.0
2014,11,2,146.0
2019,8,7,196.0
2006,6,5,377.0
2010,7,3,213.0
2008,4,4,197.0
2009,1,6,249.0
1998,9,2,87.0
2003,1,1,141.0
2003,5,5,180.0
2001,3,5,159.0
2015,4,4,267.0
2020,5,3,22.0
2007,7,4,372.0
2011,12,3,127.0
2017,7,1,230.0
2012,7,3,184.0
2007,7,7,516.0
2014,9,3,76.0
2005,3,6,97.0
2006,2,1,146.0
2006,8,6,130.0
2018,12,7,171.0
2019,5,4,394.0
2016,4,4,126.0
1996,2,3,200.0
2019,10,1,110.0
1996,6,5,103.0
1998,3,4,125.0
2009,8,4,180.0
2016,5,6,115.0
2003,3,4,208.0
2017,9,6,70.0
2005,1,5,376.0
2015,1,3,102.0
2006,4,6,155.0
2017,2,2,180.0
2016,5,7,166.0
2008,7,6,174.0
1996,4,6,57.0
2000,5,7,106.0
2016,6,3,170.0
2005,3,3,159.0
2018,12,5,208.0
2006,8,7,220.0
2019,5,3,362.0
2008,2,3,316.0
1996,6,2,188.0
2016,2,1,212.0
2005,4,1,126.0
2002,1,4,113.0
2003,8,2,226.0
1998,9,6,83.0
2017,11,6,80.0
2004,6,4,191.0
2010,1,7,277.0
2014,2,7,129.0
1997,5,5,76.0
2008,10,1,113.0
2014,2,6,99.0
2006,7,3,314.0
2014,2,5,246.0
2020,2,3,148.0
2015,9,1,76.0
2016,12,3,186.0
2007,9,3,79.0
2010,9,4,188.0
2016,3,7,93.0
2016,9,7,98.0
2016,10,4,101.0
1998,1,3,207.0
2014,10,4,182.0
2018,12,6,174.0
2001,10,4,85.0
2010,6,4,190.0
2005,10,1,188.0
2006,10,4,203.0
2020,8,1,185.0
1998,2,7,75.0
2004,7,5,292.0
2015,1,2,131.0
2010,12,5,146.0
2019,7,5,279.0
2015,8,7,236.0
2003,1,5,128.0
1998,12,4,169.0
2004,2,3,138.0
2005,4,6,184.0
2019,9,5,202.0
2020,2,5,127.0
2016,11,2,127.0
2007,11,5,159.0
2020,4,4,62.0
2017,1,1,235.0
2000,6,1,168.0
2015,9,6,75.0
2019,10,3,146.0
2008,7,2,417.0
2013,2,1,158.0
2013,2,6,118.0
1998,9,7,131.0
2002,1,5,31.0
2006,7,4,223.0
2007,6,1,366.0
2012,9,5,114.0
2012,8,1,170.0
2004,3,3,99.0
2001,8,5,299.0
2006,11,2,113.0
2014,7,3,247.0
2002,3,3,49.0
2004,3,4,160.0
2019,12,5,159.0
2001,5,7,126.0
2000,1,7,208.0
2008,12,3,404.0
2005,6,3,313.0
2003,11,2,113.0
2005,12,3,155.0
2010,3,7,252.0
2019,12,1,287.0
1998,11,4,90.0
1996,11,5,201.0
2012,7,6,285.0
2018,9,5,361.0
1997,11,6,225.0
2019,10,2,164.0
1997,2,3,138.0
2008,7,5,120.0
1998,2,3,234.0
2009,12,6,200.0
1996,8,4,263.0
2003,9,1,92.0
2012,12,1,239.0
1998,8,7,130.0
2018,9,7,164.0
2007,11,7,103.0
2006,3,5,105.0
2007,9,4,182.0
2001,7,7,341.0
2015,12,2,146.0
2000,9,7,135.0
2020,6,6,49.0
2010,5,1,268.0
2011,1,4,130.0
2012,6,3,366.0
2018,12,2,85.0
2004,12,7,138.0
2002,11,1,61.0
2007,11,3,180.0
2011,7,4,197.0
2002,9,7,74.0
1996,1,1,216.0
2010,11,1,198.0
2014,9,6,144.0
2007,2,6,199.0
2011,7,5,286.0
1997,6,6,206.0
2002,7,4,165.0
2018,9,3,156.0
2011,5,2,251.0
2014,10,5,107.0
2016,6,4,309.0
1996,10,7,177.0
2013,9,4,265.0
1999,9,3,103.0
2009,5,6,225.0
1997,12,5,116.0
2015,5,7,271.0
2011,9,3,110.0
2006,1,2,157.0
2006,7,2,467.0
2004,5,2,218.0
2016,10,7,146.0
2010,5,2,152.0
1997,1,4,302.0
2001,6,2,184.0
2013,7,6,384.0
2020,2,1,150.0
2000,10,1,114.0
2006,2,6,192.0
2008,3,3,124.0
1997,7,6,191.0
2008,10,5,84.0
2003,9,3,115.0
2019,5,1,317.0
2010,1,5,206.0
2015,11,6,150.0
2020,8,4,104.0
2013,2,7,107.0
1998,6,4,361.0
1996,6,3,161.0
2008,12,7,191.0
2002,11,7,79.0
2020,7,5,87.0
2003,11,1,255.0
2003,7,7,182.0
2015,10,5,314.0
2019,7,4,307.0
2009,9,2,102.0
2011,6,3,313.0
2016,9,2,84.0
2014,4,2,250.0
2012,9,7,64.0
2014,10,7,85.0
1997,4,4,85.0
2002,12,1,244.0
2013,11,5,183.0
2018,11,5,251.0
1996,6,1,243.0
2009,7,1,249.0
2018,3,4,175.0
1996,8,5,263.0
2008,9,2,105.0
1998,7,5,195.0
2017,4,4,171.0
2015,6,7,164.0
2019,10,5,99.0
2017,6,7,172.0
2001,2,5,176.0
2002,3,5,110.0
2004,12,5,184.0
2006,7,7,200.0
2010,1,3,118.0
2008,5,7,77.0
2013,3,3,95.0
2016,12,5,234.0
2016,5,1,189.0
2016,5,2,318.0
2002,2,2,43.0
2002,10,4,87.0
2005,2,5,105.0
2014,2,2,123.0
2003,6,1,182.0
2011,7,2,214.0
2004,9,2,301.0
2006,6,2,154.0
2017,11,7,123.0
2003,10,1,66.0
2018,1,5,436.0
1997,11,2,79.0
2016,3,6,95.0
2010,7,5,556.0
2002,4,3,53.0
1997,11,4,110.0
1999,1,2,153.0
2016,8,7,211.0
1997,6,2,88.0
2003,10,4,74.0
2011,5,3,242.0
1996,2,6,171.0
2006,9,4,160.0
2008,4,1,77.0
1997,9,3,151.0
2009,10,7,112.0
2002,12,2,115.0
2011,6,7,146.0
2020,3,2,111.0
2019,2,1,203.0
2001,8,4,302.0
2004,8,4,159.0
2009,10,4,255.0
2006,4,7,272.0
2010,12,2,125.0
2020,9,2,127.0
2004,7,7,193.0
2006,3,3,137.0
1997,9,5,89.0
2010,11,7,81.0
2000,8,4,267.0
2009,8,7,261.0
2006,8,5,126.0
2017,5,6,91.0
1998,9,3,125.0
2005,9,7,87.0
2012,5,7,189.0
2014,4,4,155.0
2006,6,7,329.0
