_1,_2
2000, 2114025
2013, 1914310
2017, 1506957
1999, 1905953
1996, 2075642
2020, 517731
2004, 2253728
2007, 2675518
2003, 1760577
2018, 1961886
1997, 1939483
1998, 1818629
2011, 1714040
2012, 1576941
2019, 1973289
2009, 1865723
2015, 1593075
2005, 2512740
2001, 1796802
2016, 1436186
2002, 1470315
2008, 2283048
2014, 1841839
2010, 1814740
2006, 2450079
