_1,_2
HA, 199896
NK, 247093
FL, 778643
G4, 76166
KH, 31911
EV, 2087012
OO, 2886090
YV, 649071
VX, 119014
XE, 1137416
MQ, 2391654
YX, 185593
AA, 5247524
DL, 5505791
WN, 7803308
AS, 1286175
TZ, 66458
DH, 212020
HP, 799615
B6, 1200776
CO, 1777968
OH, 794415
9E, 493369
NW, 2214397
US, 3230560
F9, 485479
UA, 4322954
TW, 542888
