_1,_2
HA, 1139038
NK, 894368
FL, 2500563
G4, 278571
KH, 154381
EV, 6636561
OO, 10675667
YV, 2250931
VX, 389060
XE, 3489474
MQ, 7705411
YX, 807862
AA, 17126305
DL, 18884162
WN, 26815652
AS, 4072493
TZ, 213649
DH, 709326
HP, 2046688
B6, 3716313
CO, 5308130
OH, 2517497
9E, 1991814
NW, 6758499
US, 10205608
F9, 1444814
UA, 13827351
TW, 1617968
