_1,_2
HA, 256393.0
NK, 5335300.0
FL, 16537325.0
G4, 1998574.0
KH, 175282.0
EV, 58273853.0
OO, 57632659.0
YV, 17307407.0
VX, 2412155.0
XE, 29449773.0
MQ, 56401596.0
YX, 1140595.0
AA, 106052648.0
DL, 77726554.0
WN, 128411943.0
AS, 16522944.0
TZ, 1303011.0
DH, 4591187.0
HP, 18198775.0
B6, 30437826.0
CO, 37667095.0
OH, 17928808.0
9E, 6142602.0
NW, 41826717.0
US, 53073986.0
F9, 10970289.0
UA, 94790312.0
TW, 11725070.0
