_1,_2
14696,2746741.1183999963
12320,59221.266199999955
11587,136287.185
13296,17489558.72839998
11278,120412868.4763001
15016,79708207.80430007
12884,3011836.272099997
10208,3625193.253
10529,44367462.18319993
11603,4374760.952200008
12012,543687.2782000001
11308,1124321.2867999994
14938,12946.720000000008
14193,12301498.122200003
11146,2204305.2377000004
10930,310946.589
13541,83710.84400000001
10469,1800533.5505000008
13256,5172150.186499991
12402,7415208.857600046
10329,101919.43999999987
14802,75197.86750000001
10141,236539.78999999995
10713,18192226.780199997
13076,1036607.6737999998
14092,2432.5168999999996
11193,111317835.12849988
11292,378338332.34139985
14082,13487.087399999999
12390,55317.86500000001
13342,44394877.66849999
15454,69796.85999999999
11315,147716.4818
14955,123813.82339999995
10279,5970686.765599993
12915,853728.8903
11695,962808.3074999981
12448,10931614.657999989
14986,11810378.233199995
14150,214721.3555
10849,5451004.176400003
14120,38855.54
14259,739.872
12339,50513598.00969995
10372,1907256.0655000003
14027,54351203.25100003
14828,3947715.378999999
11503,2861189.559300007
10434,1409617.0424999986
14489,1732834.6990000028
13851,23432180.83309998
14307,29633997.25269994
11699,262221.57279999985
11140,5218937.161399995
11977,4900796.988799988
13495,70920319.36959998
10245,178715.36720000015
11122,1165245.2524999992
14771,288522605.0678986
12319,53651.316200000016
10562,4086.0428999999995
13121,153242.1825999999
14512,71639.02870000002
14006,322316.89999999997
14520,257089.60999999996
16440,6695726.434099998
10800,37590222.0217
14709,1336018.3971000016
11252,6036196.213900008
13930,438731802.87900114
10926,1610679.6713000005
13388,49854.95500000001
10918,324025.6380000001
12278,9555294.246400004
14689,5437531.206500008
10779,589335.2870000002
10821,154734999.05130026
11413,1486300.5691999996
12951,3077061.806099996
15070,2803544.132900004
13988,270672.21900000004
14107,308034176.27240044
10170,1390807.6329000005
10135,3409856.7172
13367,3069720.1122000027
12217,9533848.701000009
14098,4939137.0973
12892,353443283.4125988
13127,428395.8649999999
15235,40.5246
13241,566959.343
15048,264325.9267
15497,33082.71170000001
12191,74974979.04279993
10409,33715.82499999998
15249,5132264.430300006
12003,2028998.9916
10917,6252.350399999998
15374,77749.16580000002
13832,28345.06000000001
15897,131732.60700000005
14262,11369306.201799996
12945,6499298.733600002
12758,17047505.8093
11624,710748.2870999991
14025,44375.22500000003
10721,191808643.72569987
12365,1300.5612
12173,89269731.09670018
13459,321000.74749999994
11726,19515.308100000002
10431,3227280.4722000007
16218,1453169.1361999996
14842,464889.1264999998
14831,76136531.56199998
11041,709717.2995000001
13931,22667082.39109998
14112,9540.462399999999
13891,42261400.01080001
11697,124104825.86950001
14812,9050.225000000004
15008,21711.639999999996
12007,693031.0633999996
11076,308361.17500000005
13830,34185419.21420017
15991,1611412.2500000005
15177,33381.69230000003
12982,16095691.52350005
10408,2191076.7129999977
10980,3182829.629799995
11067,730406.9896999996
10268,107727.62030000002
14893,70983985.95910016
11540,25192941.901199978
10643,612917.8587000001
11721,6365068.687699992
10590,16593.41
15389,659769.4588999999
10868,8247610.270600002
11563,42.355
13184,3033260.586800001
12511,94283.5091999999
14685,15484178.421000015
10666,628083.0976000002
15023,146081.57500000007
13424,475742.4870000001
12436,255915.87000000005
13198,75754883.1777998
14057,102977644.88370018
12389,515496.4590999998
12335,197948.72500000006
12954,24083266.692499913
12149,25283.444999999992
10154,335560.155
13264,3108097.6106000016
15041,749574.5369999998
11982,1288106.406099999
13029,1957019.6995000024
14113,614627.8610000001
14574,1988465.3399999966
13546,16567.601999999995
12156,1142012.6855999988
13501,5181.465
10754,1409216.9958000022
12451,42609695.9823
10967,79509.04500000004
10158,351160.03320000024
11013,146846.765
11423,10411112.553600015
14633,1545277.6201999993
15323,1895163.9066
13244,65401327.76190001
11995,12373200.291800018
14843,36242338.48389996
11525,568679.7339999999
11111,222246.8748000002
11002,366942.7530000002
12323,3056193.314400001
10781,6521532.637800002
10732,2476878.8809999996
11259,69733352.97850011
15380,2400786.616300003
11641,1843664.7851999998
16869,10850.130000000005
10140,45508206.33110002
12953,168890485.04539996
15569,56776.204400000024
15582,68051.62299999998
15027,633707.0009999998
13795,700344.2512999998
15370,19802372.531100035
11778,709737.0480000002
12896,7051104.227099994
11711,181.375
14108,2115458.0394999995
11996,11155190.701900005
11057,173002682.99629924
10693,71274289.10170002
14109,158283.57790000003
11066,46484040.98979986
14869,178886774.36019996
10257,16055169.408199972
12129,217586.9550000001
14534,10509.585000000001
14492,61706052.57130002
12255,200989.58500000005
14222,133620.0966
11986,16552227.893799972
13204,215377072.9476995
13158,7675639.629100016
10747,1480528.5127
12124,115435.23100000009
12519,235225.2499999999
14905,531092.1320000004
11775,5700772.201899989
15919,5422119.737600012
13303,70987382.96700002
11865,464047.9630000005
14570,31633445.65519998
14100,146278068.88710028
11617,426317.9863999998
13433,1771760.7484999995
13577,5448856.585699997
11027,76877.96500000004
14162,39910.276999999995
15295,1293078.0466000012
11468,50333.75
11233,27816.666800000014
13230,6079760.573300006
14252,2032428.9702999976
10165,178915.8825
14960,321271.9591000003
13024,156980.06400000004
13203,316300.1561999999
15502,21052.895700000005
13933,240386.9068
14683,56731517.051400125
15411,493317.6091000004
10361,41.38
10599,24702825.53010001
15096,10788302.717300002
11471,312808.7000000001
14814,4647907.731899994
13871,28590474.38900004
14635,50782571.5486
11003,4100630.1928000064
11867,93543.07060000006
13377,2837050.673700002
10561,2035953.0281000007
11973,4976387.954400004
11823,3152978.2985999994
12819,6807636.105999993
12891,395796.23190000013
14288,116529.6762
