_1,_2,_3,_4
2001,11,6,12702
2007,7,1,45032
2007,1,2,32346
2007,2,5,39025
2007,10,6,15956
1999,9,5,21839
2008,2,2,33519
1997,7,3,29855
1999,11,3,18925
1998,2,6,14870
2014,5,5,30606
2000,4,5,27021
2003,1,6,12502
2017,6,2,22127
1999,3,7,22537
2009,8,1,26756
2004,12,2,30686
2005,10,7,27285
2011,6,6,19155
1999,9,7,17076
2012,12,5,24500
2017,7,5,24736
2018,4,7,24904
1997,6,3,22645
1997,7,5,20625
2000,7,5,28393
2005,7,6,31620
2018,10,7,20417
2009,9,6,11237
1996,5,1,19279
2004,9,1,16872
2015,7,4,27840
2000,9,1,20397
2003,7,1,25329
2012,5,4,24781
2006,2,7,25679
2004,4,3,19579
2001,1,6,16574
2018,11,7,19753
2004,10,3,22903
2005,5,3,23374
1996,5,7,16536
2008,6,4,35360
2002,8,5,23972
2003,8,7,23187
2016,3,1,16884
1998,12,5,20458
2017,6,1,22747
2020,8,3,5353
1998,5,5,33583
1999,7,4,34118
2017,9,2,12286
2002,7,5,18885
2005,6,6,20669
2009,9,3,18339
2010,6,2,28627
2011,5,5,24101
2009,7,5,30293
2001,3,4,33395
1998,5,7,21088
2002,9,4,14874
2015,7,6,14652
2017,11,5,12949
2013,12,1,38108
2016,6,2,21950
2000,4,2,19869
2003,2,6,16151
2010,7,4,32729
2016,1,1,16200
2010,9,7,14382
2019,11,3,19529
1996,9,7,21457
2008,11,3,16487
2011,9,5,22892
2012,7,1,28654
2001,9,4,11662
2012,11,5,17538
2016,12,4,25717
2018,6,7,26401
1999,6,4,27246
2016,3,4,25482
2017,9,5,19468
2003,6,6,16990
1997,5,1,18268
2005,2,4,28884
2013,8,4,34648
2015,5,4,18572
2004,11,7,27012
2014,8,6,18206
2003,12,4,23459
2005,2,7,23372
2005,7,1,30568
2007,10,4,30333
2016,10,5,17330
1997,1,2,21636
1998,12,3,28733
2006,4,1,27710
1996,10,4,30125
2018,5,6,13751
2001,12,5,22047
2006,6,6,22940
2015,5,6,14333
2016,7,5,29803
2001,1,4,24256
2003,8,3,21867
2020,9,1,4901
2008,7,7,29287
2009,5,3,21090
2007,12,5,45413
2011,11,3,17674
1996,7,5,22967
2008,3,7,37899
1997,8,7,25248
2004,2,2,26977
1997,10,4,26151
1997,7,2,27564
1999,5,3,23025
2007,4,7,31978
1997,3,6,22436
1999,6,2,29266
2007,12,4,39166
2017,4,2,15834
2002,8,2,14854
2007,6,4,37130
2015,8,5,17956
2019,6,1,29796
2001,2,7,21965
2009,6,7,20538
2010,9,2,17018
2019,3,4,20927
2000,9,5,31631
2001,5,5,23748
2008,7,3,32964
2009,5,2,18100
2016,9,5,19543
2012,8,5,28404
2000,2,4,25973
1996,8,3,23840
2008,5,3,25225
2016,2,3,14360
2007,6,3,36893
1996,7,6,18290
2005,9,4,32752
2010,10,2,18773
1998,4,6,13326
2006,1,3,22623
2011,1,3,17186
2005,11,7,26052
2003,12,2,32036
2018,7,4,26189
2006,12,7,30404
2001,3,7,24519
2011,12,4,23955
1999,12,2,22884
2007,11,6,14992
1998,4,2,16750
2018,3,2,20692
2001,5,6,12796
2017,7,7,21200
1997,11,3,22242
2011,2,4,22021
2008,11,2,15451
2018,2,3,21209
2000,10,5,28567
2001,9,7,17247
2016,1,7,18641
2018,2,4,21038
2009,12,5,23605
1996,6,7,26912
2007,6,6,33069
2016,9,1,14035
2017,8,7,17663
2020,5,7,2259
2011,4,6,18973
2016,7,3,21843
2003,4,6,10632
2015,10,3,11471
2010,12,1,27126
2000,3,1,20477
2002,9,1,12517
2007,10,3,31184
2008,3,4,28506
2017,4,6,15686
2003,3,5,21235
2014,11,6,16263
2018,11,2,24949
2014,6,5,27548
2004,10,6,20347
2013,5,5,30886
1996,11,6,21789
1996,5,3,25355
2011,11,5,14507
2001,7,4,23761
2011,10,6,13324
1996,10,6,16758
2019,7,2,30118
1997,6,1,27109
1999,7,5,35449
2013,11,2,18021
1996,12,3,24334
2007,8,2,29426
2019,6,3,29407
2008,10,2,14822
2018,5,3,29006
2018,5,1,22556
1996,11,2,19752
2013,4,5,26450
1996,4,2,23265
2005,11,2,33259
2012,10,4,22524
2014,3,3,21377
2017,6,6,14638
2006,1,4,19105
2012,10,6,11519
2003,12,1,32190
2012,2,3,17591
2003,1,3,21755
2017,9,4,15995
1999,4,4,33331
1996,2,5,28379
2018,8,2,26865
1999,11,1,24438
2017,12,6,20026
2004,10,1,24553
2014,4,3,22910
2001,6,7,19566
2010,5,3,19241
2020,1,3,15173
1996,5,4,28456
1999,8,2,24659
2020,8,6,6188
2020,9,3,5399
2013,6,5,30249
2001,2,4,27018
2001,8,3,24727
2014,3,5,19997
2015,11,2,14237
2020,1,5,24176
2003,8,6,23111
1996,3,6,22965
2009,2,6,15297
2006,11,7,25131
2012,3,6,19253
2000,5,4,28239
2004,3,2,24450
1996,9,1,24318
2011,1,2,22292
2010,3,5,22859
2013,11,3,17502
2014,10,1,21850
2002,2,5,17720
2008,6,2,29546
2017,3,6,12255
2020,7,6,5279
2002,7,1,24833
2006,1,7,30856
2017,12,2,16890
2005,7,5,44994
2016,8,3,21603
2018,1,2,49156
2007,8,1,33486
2016,2,5,14179
2019,11,2,19127
2001,5,3,22593
2007,3,3,29725
2004,3,1,24114
2008,10,6,11289
2019,8,3,26149
2005,8,2,34962
2017,3,2,15196
2001,4,1,24653
1999,1,6,22590
2011,4,5,30916
2005,11,3,31638
2018,5,7,21159
2019,4,2,20829
2011,2,5,25010
2014,12,4,19529
2018,9,1,19306
1999,4,7,19980
2018,5,2,25006
2004,4,7,22589
2017,12,4,18419
2003,9,7,16622
2014,8,1,22605
2001,11,5,16703
2010,2,4,20438
2007,10,1,35959
2007,12,3,37209
2013,8,3,24683
2018,6,5,33923
2015,7,2,22962
1996,4,1,30477
2000,11,3,31965
2003,10,6,10274
2014,2,1,20855
2019,2,6,15278
2006,1,1,34921
2009,1,7,23884
2011,3,4,28015
2006,11,5,23230
2004,8,2,26394
2015,12,3,28364
2015,9,4,17756
2013,5,1,19511
1997,2,6,17855
2012,5,5,18059
2008,5,5,40611
2017,11,3,12778
2009,8,2,19912
2018,6,1,25528
1997,9,2,21228
2003,1,4,26353
2014,9,2,20969
2003,8,1,23848
2008,2,5,46332
2010,7,2,24280
1998,6,2,29548
2010,5,4,22398
2000,5,2,22998
2007,4,5,30773
2014,8,7,23400
1997,9,6,9864
2007,9,7,25599
2014,3,6,23411
2000,3,3,23710
2017,2,1,15551
2000,10,7,27934
2008,6,5,35032
2009,12,1,28182
2005,9,2,17926
2000,8,2,30155
2009,4,1,25154
2014,2,4,23849
1996,5,2,21087
2011,8,3,19580
2001,5,1,21279
2016,12,6,18386
2012,4,6,8896
2020,8,2,4362
2007,2,2,28329
2012,9,6,13834
2002,5,5,25749
2014,10,3,23764
2005,12,5,44043
2018,6,2,23839
2020,4,2,1621
1998,7,7,17879
2002,3,1,19476
2012,5,2,22132
2014,12,7,19266
2015,3,5,23285
2007,1,3,30740
2007,9,2,23034
2003,7,3,27534
2004,10,5,38222
2006,7,6,30206
2004,12,3,38084
1996,1,5,28813
2009,1,4,23307
2004,10,7,26834
2009,1,5,27659
2009,6,3,25203
2020,5,5,2677
2013,7,7,26902
2007,7,2,41019
1997,8,3,22191
2000,9,4,22009
2010,4,4,22503
1996,12,2,30254
2016,12,1,23199
1997,4,5,26769
2004,12,1,35889
2004,2,5,29328
2004,9,7,13361
2015,10,7,13706
2009,6,6,18997
2001,10,5,18485
2010,6,5,24695
2006,8,1,30098
2016,9,4,20486
2006,9,5,41323
2011,12,5,20283
2019,11,5,23572
2007,5,7,24585
2017,2,6,10641
2004,9,4,24984
2014,8,2,22163
2002,6,4,22128
2008,8,4,26123
1996,12,7,32971
2001,6,6,24706
2000,11,1,26225
2016,7,4,24555
1998,7,2,19907
2018,2,6,15052
2005,2,3,25018
2012,6,2,19298
2016,11,7,13937
2000,10,4,26396
2013,5,7,17682
1998,1,5,29191
2012,8,3,24669
2003,4,7,13995
2002,12,7,16518
2002,9,5,15467
2005,1,7,68790
2014,11,2,18007
2019,8,7,22320
2006,6,5,40415
2010,7,3,24671
2008,4,4,29216
2009,1,6,20266
1998,9,2,18537
2003,1,1,18473
2003,5,5,23955
2001,3,5,34718
2015,4,4,25360
2020,5,3,1539
2007,7,4,37721
2011,12,3,17739
2017,7,1,26222
2012,7,3,18881
2007,7,7,42883
2014,9,3,14176
2005,3,6,21989
2006,2,1,27194
2006,8,6,20141
2018,12,7,24756
2019,5,4,36620
2016,4,4,15137
1996,2,3,24816
2019,10,1,20773
1996,6,5,26891
1998,3,4,23873
2009,8,4,22938
2016,5,6,9755
2003,3,4,26325
2017,9,6,8167
2005,1,5,60540
2015,1,3,16109
2006,4,6,23986
2017,2,2,12695
2016,5,7,16243
2008,7,6,21037
1996,4,6,15691
2000,5,7,17518
2016,6,3,23261
2005,3,3,34668
2018,12,5,31527
2006,8,7,25604
2019,5,3,26143
2008,2,3,30467
1996,6,2,23874
2016,2,1,17727
2005,4,1,20394
2002,1,4,26125
2003,8,2,21621
1998,9,6,9285
2017,11,6,8747
2004,6,4,31808
2010,1,7,25009
2014,2,7,18585
1997,5,5,29364
2008,10,1,17655
2014,2,6,15975
2006,7,3,33218
2014,2,5,27789
2020,2,3,17806
2015,9,1,11388
2016,12,3,17432
2007,9,3,21207
2010,9,4,23694
2016,3,7,14689
2016,9,7,12385
2016,10,4,16892
1998,1,3,23735
2014,10,4,25574
2018,12,6,22865
2001,10,4,16913
2010,6,4,25726
2005,10,1,28595
2006,10,4,36887
2020,8,1,9484
1998,2,7,17584
2004,7,5,39942
2015,1,2,16165
2010,12,5,26794
2019,7,5,23386
2015,8,7,21097
2003,1,5,26361
1998,12,4,28605
2004,2,3,24171
2005,4,6,24173
2019,9,5,20193
2020,2,5,20832
2016,11,2,15610
2007,11,5,30606
2020,4,4,2620
2017,1,1,27675
2000,6,1,27281
2015,9,6,8669
2019,10,3,26374
2008,7,2,32005
2013,2,1,21662
2013,2,6,14058
1998,9,7,14056
2002,1,5,16215
2006,7,4,34011
2007,6,1,36956
2012,9,5,18642
2012,8,1,20934
2004,3,3,28410
2001,8,5,33150
2006,11,2,28928
2014,7,3,31907
2002,3,3,17456
2004,3,4,26691
2019,12,5,22970
2001,5,7,15897
2000,1,7,27040
2008,12,3,36743
2005,6,3,34122
2003,11,2,22488
2005,12,3,31341
2010,3,7,23087
2019,12,1,36738
1998,11,4,16951
1996,11,5,29223
2012,7,6,18042
2018,9,5,21934
1997,11,6,23554
2019,10,2,22599
1997,2,3,25834
2008,7,5,22724
1998,2,3,24642
2009,12,6,21602
1996,8,4,33286
2003,9,1,20521
2012,12,1,24393
1998,8,7,23260
2018,9,7,20479
2007,11,7,24399
2006,3,5,35387
2007,9,4,24920
2001,7,7,30967
2015,12,2,24354
2000,9,7,20040
2020,6,6,3169
2010,5,1,29367
2011,1,4,20442
2012,6,3,18684
2018,12,2,13420
2004,12,7,29607
2002,11,1,13221
2007,11,3,25160
2011,7,4,22371
2002,9,7,13876
1996,1,1,28396
2010,11,1,27686
2014,9,6,11473
2007,2,6,25530
2011,7,5,31896
1997,6,6,21354
2002,7,4,16876
2018,9,3,20659
2011,5,2,23459
2014,10,5,26235
2016,6,4,28654
1996,10,7,21045
2013,9,4,21766
1999,9,3,24603
2009,5,6,19422
1997,12,5,25466
2015,5,7,20721
2011,9,3,15292
2006,1,2,28624
2006,7,2,27478
2004,5,2,23401
2016,10,7,18180
2010,5,2,18682
1997,1,4,36415
2001,6,2,22057
2013,7,6,22203
2020,2,1,15692
2000,10,1,26386
2006,2,6,26538
2008,3,3,28317
1997,7,6,16911
2008,10,5,24395
2003,9,3,15542
2019,5,1,22165
2010,1,5,27214
2015,11,6,11815
2020,8,4,6797
2013,2,7,16530
1998,6,4,29404
1996,6,3,22768
2008,12,7,29026
2002,11,7,15836
2020,7,5,8656
2003,11,1,22952
2003,7,7,20371
2015,10,5,22655
2019,7,4,24031
2009,9,2,16792
2011,6,3,27869
2016,9,2,11110
2014,4,2,24389
2012,9,7,18073
2014,10,7,16751
1997,4,4,22110
2002,12,1,24300
2013,11,5,23230
2018,11,5,30971
1996,6,1,25442
2009,7,1,23743
2018,3,4,29658
1996,8,5,34627
2008,9,2,17901
1998,7,5,27582
2017,4,4,21738
2015,6,7,20811
2019,10,5,23904
2017,6,7,19316
2001,2,5,31843
2002,3,5,25927
2004,12,5,35728
2006,7,7,34210
2010,1,3,15429
2008,5,7,19809
2013,3,3,16870
2016,12,5,25168
2016,5,2,18503
2016,5,1,18938
2002,2,2,16100
2002,10,4,20038
2005,2,5,29974
2014,2,2,19115
2003,6,1,22385
2011,7,2,20806
2004,9,2,19682
2006,6,2,27316
2017,11,7,14288
2003,10,1,17047
2018,1,5,39778
1997,11,2,16521
2016,3,6,13295
2010,7,5,32548
2002,4,3,14316
1997,11,4,21837
1999,1,2,19683
2016,8,7,18488
1997,6,2,21607
2003,10,4,22221
2011,5,3,23924
1996,2,6,20253
2006,9,4,29308
2008,4,1,26036
1997,9,3,17837
2009,10,7,20148
2002,12,2,20029
2011,6,7,20039
2020,3,2,10171
2019,2,1,25385
2001,8,4,33250
2004,8,4,29865
2009,10,4,34100
2006,4,7,31055
2010,12,2,25319
2020,9,2,6381
2004,7,7,23639
2006,3,3,27977
1997,9,5,18896
2010,11,7,18223
2000,8,4,35241
2009,8,7,26338
2006,8,5,30011
2017,5,6,12788
1998,9,3,18438
2005,9,7,16343
2012,5,7,13626
2014,4,4,20320
2006,6,7,28719
