_1,_2,_3,_4
2017,8,7,16898
2018,7,4,16685
2019,10,26,16758
1996,2,3,11126
1997,7,7,15226
1998,8,5,14967
2011,6,9,17355
2002,3,27,14742
2012,1,6,16684
2013,8,2,18964
2014,11,8,12693
2015,10,9,16453
2000,5,6,13575
2000,9,5,15775
1996,9,12,14782
1997,4,21,15023
2020,4,18,4852
2003,12,18,18654
2005,10,27,19569
2011,3,27,16530
2013,5,18,14541
2017,7,16,16535
2000,12,23,13759
2006,1,24,18513
2008,6,5,20338
2020,2,17,20896
1998,9,12,11999
2000,2,18,13171
2001,3,5,14729
2003,5,3,14859
2014,8,27,16475
2016,1,3,15757
2006,4,4,19315
2006,8,21,20509
2008,9,23,17962
2018,3,1,19488
2019,2,14,19993
1996,10,7,14720
1997,3,2,14180
1998,12,8,14790
2009,4,28,17754
2002,11,7,14397
2003,6,17,18251
2012,9,2,12697
2014,3,28,16883
2015,2,5,15599
2004,1,14,18592
2009,2,28,14918
2017,1,20,15198
2018,10,12,20978
1997,12,9,14344
2012,7,31,17986
2012,4,26,17517
2014,6,24,16782
2009,7,24,19258
2015,7,23,17298
2018,12,27,19812
1998,1,16,14327
2010,4,23,18253
2012,2,25,13806
2001,11,9,14435
2002,8,8,15330
2003,9,14,17058
2004,10,13,19980
2004,6,10,19634
2016,9,7,15269
2005,7,9,18209
2006,12,8,20049
2007,1,15,19585
2018,11,29,20180
2020,5,7,5457
2020,9,24,11244
1998,4,28,14747
1999,5,4,14675
2010,3,9,17413
2001,4,20,17343
2001,8,23,17461
2013,12,3,16719
2014,7,9,17263
2006,3,20,19692
2007,2,13,16296
1996,1,22,14442
1998,11,24,15082
2001,2,20,16993
2004,11,20,17260
2004,7,23,19793
2016,10,16,15302
2016,6,27,16690
1996,11,18,14773
2008,2,12,17745
2009,11,3,17052
2010,8,6,18729
1999,4,21,15129
1999,8,22,14816
2007,7,31,21218
2011,5,13,17184
2011,9,14,16244
2012,10,13,13490
2013,3,20,18178
2014,12,6,12076
2003,1,2,18249
2004,2,1,18254
2015,5,14,16908
2015,9,13,15554
1996,6,2,14093
2007,9,27,20775
2018,7,2,19469
2019,10,20,20713
2020,1,4,17969
1997,7,1,15030
1998,8,11,14939
1999,1,7,14425
2011,10,10,17103
2012,5,15,16723
2016,3,29,15519
2000,1,15,13379
2002,3,17,13980
2008,11,17,18448
2013,8,4,18318
2015,10,19,16547
2015,6,10,16939
2007,10,25,20971
2010,9,19,17148
1996,9,18,14642
1999,2,21,14330
2002,9,25,14566
2002,10,28,14499
2005,10,17,19663
2005,6,24,20691
2013,5,24,18494
2017,11,19,14892
2017,7,10,16707
2019,9,24,20250
1996,7,15,14798
2000,12,25,12708
2008,6,3,19692
2009,3,7,15299
2020,2,15,16648
2013,11,16,13908
2014,4,10,16771
2000,2,24,15269
2002,12,11,13893
2003,5,5,17698
2005,3,28,19855
2016,1,9,11617
2017,4,14,16300
2017,8,1,16993
1996,2,9,14516
2006,8,11,20410
2007,5,6,19908
2008,9,29,18710
2019,2,8,19750
2000,5,28,13478
2000,9,3,12736
2002,11,13,14401
2008,3,21,19353
2014,3,26,16528
2009,2,26,17953
2011,4,28,16919
1997,12,19,14978
2003,12,8,18149
2014,5,31,13433
2006,1,18,18055
2019,1,12,14943
1997,6,16,14976
1998,9,6,11078
2009,7,2,18935
2010,12,1,16807
2001,3,15,17119
2012,2,7,15382
2014,8,1,17253
2000,6,7,15579
2004,10,11,20363
2006,4,2,18751
2017,12,26,15917
2018,3,7,17301
1997,3,4,14853
2007,1,1,19157
2009,4,22,18089
2020,5,29,6036
2020,9,30,9874
2012,9,8,13134
2017,1,26,15348
2018,5,28,19593
2020,3,26,11254
2006,3,18,16941
2012,7,25,18129
2018,6,25,21411
2001,2,18,16261
2003,4,20,16925
2006,5,23,19411
2006,9,22,19739
2008,10,6,18631
2018,12,17,19983
1996,11,20,14592
1998,1,26,14724
2009,11,13,17751
2010,4,13,17652
2010,8,12,18752
2011,1,4,16373
2001,11,3,12669
2001,7,26,17274
2002,8,6,15180
2003,9,8,18083
2012,10,11,17471
2013,3,14,18637
2014,12,12,16115
2005,7,3,17081
2006,12,6,19578
2018,11,3,15932
1996,6,8,13503
1998,4,26,14125
2007,9,29,17032
2010,3,15,18013
2020,1,10,19930
1999,1,9,12017
2001,4,30,17327
2001,8,17,17324
2004,8,26,20478
2012,5,21,17445
2013,12,13,17373
2014,7,15,16485
2016,3,23,14395
2008,11,11,17693
2015,6,20,14459
2007,10,19,20566
2010,5,20,18325
2012,3,18,16518
2002,9,19,14535
2004,11,30,19980
2004,7,17,17927
2015,12,21,16097
2016,10,22,12460
2016,6,1,15892
2005,6,22,20335
2007,12,31,17502
2008,2,2,15885
2017,11,13,16011
2018,8,12,20286
2019,9,2,19454
1998,5,15,14703
1999,4,19,15268
1999,8,12,15433
2009,3,1,15073
2011,5,7,14187
2011,9,8,16938
2002,4,5,14842
2013,11,26,17656
2015,5,8,16762
2015,9,7,15568
2005,3,6,19296
2017,8,11,17031
2018,7,8,21107
1996,2,23,14311
1997,7,11,15230
1998,8,17,14824
2002,3,23,12880
2013,8,30,18252
2015,10,21,16353
2016,7,16,14358
2000,5,18,13893
2000,9,25,15646
2008,3,31,19563
2010,9,21,17615
1996,9,24,14667
1999,11,23,15544
2011,4,18,17524
2011,8,25,17437
2013,2,27,17136
2002,5,12,13890
2003,12,14,16563
2004,3,10,19686
2005,10,23,18667
2013,5,30,18311
2017,7,12,16271
1996,7,9,14760
2006,1,12,19059
2008,6,25,20521
2019,1,6,19096
2020,2,5,19430
1997,6,30,15031
2010,12,7,17051
2001,3,9,17109
2002,12,1,13876
2003,5,15,17878
2008,12,24,14905
2013,7,5,15785
2014,8,7,17315
2015,1,3,15050
2016,1,23,8840
2006,4,8,17149
2006,8,1,20287
2008,9,27,14454
2017,12,28,15846
2019,2,18,19901
1997,3,30,14277
2002,11,19,14342
2012,9,14,17527
2014,3,16,15976
2017,10,28,12515
2017,6,29,17083
2019,8,23,21663
2008,7,8,19905
2009,2,16,18213
2020,3,28,9533
1997,12,29,14539
2012,7,19,17954
2014,5,17,13349
2003,4,26,15180
2005,2,19,17211
1996,3,2,12925
2006,9,16,16607
2008,10,12,17632
2009,7,4,14001
2018,12,23,20316
2019,5,1,20226
1998,1,4,14070
1999,12,5,14754
2010,4,3,15224
2011,1,14,16675
2012,2,13,16510
2000,10,10,15672
2000,6,13,14594
2001,11,29,14166
2003,9,18,16445
2004,6,6,18826
2006,12,28,20161
2018,11,9,20796
2020,5,27,5411
2020,9,20,11348
1997,11,10,14794
1998,4,16,14821
2001,8,27,17148
2004,4,29,19816
2006,6,27,19706
2014,7,21,17327
2018,5,22,19937
1998,2,24,14464
2006,3,24,20059
2009,6,21,18164
2001,2,24,14568
2012,3,20,16408
2014,9,10,15791
2004,7,27,19650
2006,5,25,19669
2016,10,12,15878
2016,6,15,16590
2017,3,3,15845
1996,11,14,14793
1997,2,11,14857
2007,12,21,20522
2009,11,23,17089
2010,8,10,18801
2020,6,12,7770
1999,4,9,14843
1999,8,2,15412
2001,7,28,16021
2011,9,2,17511
2012,10,1,17299
2014,12,10,15344
2002,4,11,14901
2004,2,21,16994
2015,5,2,13302
2015,9,25,16538
1996,6,14,14823
2007,9,7,20938
2010,10,25,18344
2018,7,22,20456
2020,1,16,20502
1998,8,23,14549
2004,8,28,17774
2012,5,19,14123
2016,3,17,16082
2008,11,5,18143
2013,8,16,18837
2015,10,31,11475
2015,6,30,16320
2018,1,19,38790
1996,4,21,14018
1998,6,19,14508
2007,10,21,19715
2010,5,30,14460
1996,9,30,14704
2001,10,12,14136
2001,6,13,17019
2002,9,21,12844
2003,8,7,18533
2013,2,17,15797
2015,12,19,14640
2004,3,12,19808
2005,10,13,19384
2005,6,12,19662
2017,11,7,15086
2017,7,6,16643
2018,8,10,21440
2019,9,12,21077
1996,7,3,14864
1998,5,1,14732
2007,8,18,18621
2008,6,23,20508
2020,2,3,20476
2012,6,4,17524
2013,11,28,10921
2000,2,4,15112
2002,12,7,11994
2005,3,8,18510
2008,12,18,17591
2015,1,5,16074
2016,1,29,15204
1996,2,29,14633
2006,8,7,20267
2007,5,10,20726
2019,2,28,20216
2016,11,21,14665
2016,7,26,16477
2000,9,23,13609
2002,11,25,14473
2008,3,25,19971
2017,10,26,16302
2019,8,29,21812
1997,9,24,14974
1999,11,29,15659
1999,7,26,15324
2009,2,14,14889
2010,1,11,17524
2011,4,8,17209
2011,8,23,16843
2002,5,6,14783
2003,12,4,18157
2014,5,11,15350
2015,8,8,14839
2005,2,25,20047
2006,1,6,19553
2018,4,1,19423
1996,3,4,14539
1997,6,4,15040
2009,7,14,19011
2010,12,13,17287
2012,2,11,12942
2013,7,15,19131
2014,8,13,17015
2000,6,11,14823
2017,12,22,16148
1997,3,16,14315
2020,5,17,5667
2003,3,28,18583
2005,9,22,19126
2017,6,19,15920
2006,10,30,20246
2006,6,29,20309
2008,7,2,20520
2018,5,16,19788
2019,12,10,19645
2020,3,22,15440
1998,2,18,14687
2011,12,20,16660
2012,7,13,17895
2000,3,13,15673
2001,2,6,16653
2002,1,3,13526
2014,9,4,15362
2016,2,6,11562
2006,5,3,19842
2006,9,26,19458
2008,10,18,14479
2017,3,13,15200
2018,12,13,20228
2019,5,11,16435
1997,2,1,13210
1998,1,14,14494
1999,12,3,15549
2009,11,17,17133
2011,1,8,13306
2001,11,23,11035
2001,7,22,16755
2003,9,28,17097
2012,10,31,13533
2014,12,16,15305
2004,2,19,19637
2006,12,26,20149
2009,1,25,16524
2018,11,15,19396
1997,11,12,14819
2007,9,9,19765
2020,1,22,19579
2004,4,23,19863
2004,8,22,19592
2012,5,25,17690
2014,7,27,16422
2015,3,31,16429
2016,3,11,15946
2009,6,27,16356
2015,6,24,16834
1998,6,21,14258
2010,5,24,18132
2012,3,30,17506
2001,10,10,14317
2002,9,15,14035
2003,8,13,18459
2004,11,10,19868
2004,7,5,19481
2015,12,25,12441
2016,10,2,15295
2005,6,10,20254
2007,12,19,20767
2017,11,1,15337
2020,6,2,5263
1998,5,27,14635
1999,4,7,15148
2013,11,6,17533
2015,5,28,16811
2015,9,19,12476
2010,10,19,17807
2010,6,28,18319
2018,7,28,18368
1996,2,27,14553
1998,8,29,12336
2001,1,17,17016
2016,7,28,16151
2018,1,21,34980
2007,3,23,20997
2008,3,3,19888
2010,9,1,17981
1999,11,27,13722
1999,7,16,15560
2001,6,3,16384
2011,4,14,17600
2011,8,13,15511
2012,11,10,13477
2013,2,23,14176
2004,3,6,16949
2005,10,3,19593
2015,4,13,16564
2015,8,14,17156
1996,7,29,14801
2007,8,24,20779
2018,4,7,16792
2019,1,26,15178
1997,6,2,14769
2010,12,19,17258
2012,6,10,17264
2016,4,24,15161
2000,2,10,15148
2002,12,29,13560
2008,12,20,15366
2013,7,9,18569
2015,1,15,15901
2016,1,27,14688
2019,7,25,22192
2007,5,20,19959
2002,6,20,15313
2005,5,29,17256
2005,9,28,19167
2017,10,16,16305
2017,6,9,16807
2019,8,27,20689
1997,9,22,14981
2008,7,4,15899
2009,2,4,17289
2010,1,13,17141
2020,3,8,20764
1999,3,15,14625
2011,12,26,17017
2012,7,7,15588
2013,10,19,13730
2014,5,13,15080
2000,3,7,15356
2003,4,6,16539
2016,2,12,15500
1996,3,14,14755
2006,9,4,19601
2007,4,5,20979
2008,10,24,18771
2018,12,3,19892
2019,5,13,21191
1998,1,8,13695
1999,12,9,15466
2003,10,27,17836
2011,1,18,15336
2000,10,6,15684
2000,6,17,13550
2001,11,17,12509
2008,4,16,20343
2006,12,16,17096
2009,1,31,14028
2011,7,17,17331
1997,11,22,13053
2003,3,18,17647
2012,12,29,14055
2014,10,18,12714
2004,4,17,17135
2006,10,24,19564
2006,6,23,19940
2018,5,10,20463
1997,5,21,14988
1998,2,12,14914
2009,6,1,18462
2001,2,12,16883
2002,1,5,12583
2014,9,30,15542
2004,11,12,19985
2004,7,15,20193
2006,5,5,20096
2009,8,30,17339
2017,3,23,16472
1997,2,7,14805
2007,12,9,18749
2009,11,27,13899
2020,6,24,7419
2012,10,21,16639
2014,12,30,15667
2015,5,22,17068
2015,9,21,16407
2018,2,25,18741
1998,3,29,14233
2010,10,21,18421
2010,6,22,18759
2018,7,26,21650
2020,1,28,19028
2001,1,23,17032
2003,7,9,17921
2004,8,8,19542
2015,3,21,14232
2016,3,5,13013
2018,1,31,37542
1996,4,25,14678
2009,10,14,17416
2010,5,2,17045
2010,9,11,14610
2001,6,25,17418
2002,9,1,12206
2003,8,11,18307
2012,11,12,17251
2013,2,13,16665
2014,1,2,14605
2015,12,7,15800
2004,3,24,19747
2018,8,30,21021
1996,7,23,14803
1997,10,3,15060
1998,5,29,14653
2007,8,30,21002
2004,9,25,16004
2012,6,16,15665
2013,11,8,17952
2016,4,18,15256
2016,8,27,12842
2002,12,19,14473
2008,12,14,16883
2015,1,17,12028
2019,7,23,21547
2007,5,30,20417
2010,2,17,17793
2002,6,30,14739
2016,11,25,12366
2016,7,6,16623
2005,5,19,20033
2007,3,29,20629
2008,3,13,20564
2017,10,14,12353
2018,9,11,19766
2019,8,1,21808
1996,12,13,14761
1997,9,12,14879
1998,10,2,14618
1999,11,1,15332
1999,7,22,15160
2009,2,2,17788
2010,1,7,16327
2011,4,4,17115
2011,8,11,18331
2002,5,26,12350
2013,10,25,18151
2014,5,7,16590
2015,4,11,13291
2015,8,4,17185
2005,2,5,16815
2018,4,13,20522
2019,1,20,15663
1996,3,16,13138
1997,6,8,14526
2010,12,25,13289
2005,12,26,19181
2013,7,19,18981
2000,10,28,13628
2008,4,26,16731
1999,10,16,13342
2011,11,28,17410
2011,7,31,17364
2013,1,22,16127
2002,2,9,12520
2003,3,8,15454
2004,12,7,19157
2005,9,26,19500
2017,6,15,16649
2006,10,18,19739
2006,6,9,20271
2008,7,30,20647
2018,5,4,20628
2019,12,6,21158
2020,3,2,21246
1997,5,27,15015
1998,2,6,14681
1999,3,5,14762
2012,7,1,17158
2000,3,1,15624
2001,2,10,14816
2002,1,15,14255
2003,4,12,15178
2013,6,6,18640
2014,9,24,16087
2016,2,18,15418
2006,5,15,19816
2006,9,14,20114
2007,4,3,20276
2008,10,30,18662
2009,8,24,18602
2017,3,17,16474
2019,5,23,21085
1999,12,23,15550
2003,10,21,17952
2011,1,28,16491
2012,10,19,17304
2017,5,16,16043
2017,9,25,16262
2019,11,18,21517
2008,8,5,19833
2009,1,21,17450
1997,11,24,14838
2012,12,23,15627
2014,10,28,15578
2003,7,7,18055
2004,4,11,18780
2004,8,2,20122
2005,1,14,38938
2015,3,19,16912
2009,6,7,18030
2019,4,2,20280
1998,6,1,14615
2010,5,12,17642
2012,3,10,14573
2000,11,5,15065
2000,7,10,15375
2001,10,30,14269
2003,8,17,17619
2004,7,9,20127
2014,1,12,14546
2015,12,13,14949
2007,12,7,20536
2018,8,20,21064
2020,6,30,7734
1997,10,9,15002
1998,5,23,12405
2001,12,27,14422
2004,5,30,16161
2006,7,24,20453
2015,5,16,13321
2016,8,21,15522
2018,2,19,19559
1998,3,27,15013
2009,5,8,18493
2010,10,15,18442
2010,6,16,18714
2001,1,29,16331
2012,8,18,14404
2016,11,3,15695
2016,7,8,16457
2018,1,1,35074
1996,4,3,14758
1997,1,6,14718
2007,3,27,20843
2009,10,20,17159
2010,9,13,18212
2020,7,3,10100
1999,11,15,15425
1999,7,12,15423
2011,8,1,17916
2012,11,6,15642
2013,2,3,15231
2002,5,20,14938
2004,3,18,19599
2015,4,1,16642
2015,8,26,16466
1996,7,17,14625
2007,8,4,18758
2010,11,26,14230
2018,4,19,20670
2010,12,31,15105
2012,6,22,17580
2016,4,20,15787
2005,12,20,18839
2007,6,29,21196
2013,7,29,18912
2015,1,27,12254
2019,7,13,18679
1996,5,22,14640
1998,7,16,14964
2007,5,24,20511
2010,2,27,14626
2001,9,9,16470
2002,6,24,15209
2003,11,2,17350
2013,1,28,16628
2004,12,1,19276
2005,5,9,20304
2017,10,4,15788
2017,6,5,16547
2018,9,13,20397
2019,8,15,21735
1996,12,7,13238
1997,9,10,14837
1998,10,12,14923
2007,11,15,20947
2008,7,16,20752
2010,1,25,16702
2020,3,4,20628
1999,3,3,14867
2011,12,6,15268
2013,10,31,16414
2000,3,27,15674
2005,2,11,19711
2008,1,24,19899
2016,2,24,13786
1996,3,26,14733
2006,9,8,20358
2007,4,9,20971
2011,2,27,16057
2019,5,25,16620
1999,12,29,15570
2003,10,15,17892
2016,12,16,15146
2000,10,18,15671
2008,4,28,20066
2019,11,24,20276
1997,8,31,12913
1999,10,26,15632
1999,6,21,15467
2009,1,11,16408
2011,11,18,17004
2011,7,5,17998
2002,2,3,13606
2003,3,14,18685
2012,12,17,16182
2014,10,6,16278
2015,11,5,16333
2004,4,5,19793
2005,1,4,38408
2006,10,12,19912
2006,6,3,16904
2019,12,28,19576
1996,8,2,15032
1997,5,1,14731
2009,6,13,16236
2002,1,17,14321
2012,3,12,17438
2013,6,12,18361
2014,9,18,16393
2000,11,15,15757
2000,7,12,15729
2009,8,18,18356
2017,3,27,16346
1997,2,19,14882
2020,6,20,7308
2003,2,19,18299
2005,8,17,20516
2017,5,30,16062
2006,11,29,19159
2006,7,30,19557
2008,8,15,20115
2018,2,21,19188
1998,3,17,14774
2010,10,1,18161
2010,6,10,18777
2000,4,8,13414
2001,1,3,16977
2003,7,29,18295
2004,8,4,19914
2014,2,10,15362
2015,3,9,16710
2017,2,14,14078
2018,1,11,37948
2019,4,8,20876
1996,4,13,13083
1997,1,12,13724
1998,6,11,14547
2009,10,18,16971
2001,10,20,12791
2001,6,21,17081
2003,8,31,14850
2012,11,24,15564
2014,1,22,14299
2015,12,11,16209
2004,3,20,17145
2009,12,23,17583
2018,8,18,17262
1997,10,15,14817
2001,12,29,12762
2007,8,10,21233
2012,1,25,15334
2004,5,20,19760
2004,9,21,19679
2012,6,28,18096
2015,2,24,15125
2016,4,14,16065
2016,8,15,16417
2007,6,23,18830
2009,5,6,17917
2015,1,29,15920
2018,10,17,20390
2019,7,11,20924
2020,4,15,5725
2020,8,14,12717
1998,7,22,14742
2012,8,20,17682
2001,9,15,9617
2002,6,2,14179
2003,11,8,15545
2016,11,13,15217
2005,5,15,19452
2006,2,2,19228
2007,3,1,19655
2017,10,2,16237
2018,9,7,19645
2020,7,13,12350
1996,12,1,14421
1998,10,22,15007
1999,7,2,15315
2010,1,19,16592
2013,10,5,13633
2015,8,16,16397
1998,12,21,14750
2008,1,22,18696
2010,11,16,17411
2010,7,31,16340
2018,4,25,19798
1996,3,28,14673
2013,4,26,18617
2004,1,17,16152
2005,12,14,17587
2016,12,26,15793
1996,5,28,14529
2007,2,16,20450
2008,4,6,19391
2009,9,5,13729
1999,10,28,15677
2001,5,14,17162
2011,11,8,15724
2011,7,3,14036
2012,4,7,14286
2013,1,26,13048
2002,2,5,13809
2003,3,4,17688
2004,12,11,16801
2005,9,14,19103
2015,11,3,15780
2015,7,8,16983
2006,10,6,20319
2006,6,5,20055
2007,11,5,20936
2019,12,18,20312
1997,5,7,14957
1999,3,25,15198
2011,12,12,16390
2016,5,27,15955
2000,3,21,15297
2002,1,27,13518
2013,6,10,18776
2019,6,30,20067
1999,9,24,15609
2007,4,23,20895
2009,8,12,18783
2011,2,21,16371
1999,12,27,15642
2002,7,23,14574
2003,10,9,18282
2005,4,18,20315
2005,8,27,17824
2017,5,4,16148
2017,9,21,16191
2019,11,30,20856
1996,1,9,12168
1997,8,17,14206
2008,8,9,17987
2009,1,1,16040
1999,2,8,14387
2012,12,11,15847
2013,9,14,13424
2000,4,2,14939
2000,8,11,15546
2002,10,1,14625
2003,7,27,17521
2005,1,2,39064
2015,3,7,14098
1996,8,4,14416
2019,4,14,18370
1998,6,13,12797
2003,1,31,18062
2000,11,9,15587
2000,7,22,14287
2001,10,18,14478
2008,5,19,20276
2014,1,16,15720
2011,6,22,17138
1997,10,21,14917
2001,12,23,13239
2014,11,17,16060
2004,5,18,19254
2006,11,27,20486
2006,7,20,19686
2016,8,9,15651
2018,2,15,19230
2019,3,10,20172
1997,4,10,14945
1998,3,15,14211
2009,5,28,18432
2010,6,4,18414
2020,4,9,7133
2001,1,9,16924
2012,8,30,17248
2014,2,4,13802
2017,2,20,15511
2018,1,13,28924
1997,1,10,14281
2007,3,15,20968
2009,10,24,14088
2020,7,23,12368
2012,11,18,15904
2009,12,25,13929
2015,4,21,16167
2015,8,22,13390
2018,3,26,20528
1998,12,19,13104
2010,11,22,17560
2010,7,21,18810
2012,1,31,15412
2003,6,14,15859
2004,9,11,17032
2013,4,20,14448
2015,2,18,16018
2005,12,8,17891
2007,6,17,20354
2018,10,27,16043
2019,7,1,20271
1996,5,26,12742
1998,7,28,14983
2009,9,11,17723
2010,2,7,15009
2011,3,2,16846
2001,5,20,16616
2001,9,5,17292
2002,6,12,15126
2003,11,14,18239
2012,4,1,16566
2014,6,7,13953
2004,12,21,20210
2005,5,5,20351
2006,2,12,15144
2018,9,25,19762
1996,12,27,14373
1998,10,16,15062
2007,11,3,16852
2010,1,21,16649
1999,3,23,15178
2004,10,20,19682
2013,10,11,18008
2016,5,17,15927
2016,9,24,12330
1996,10,30,14604
2008,1,12,16298
2019,6,16,20132
1999,5,27,15316
1999,9,18,13485
2007,4,29,19882
2010,3,18,18336
2011,2,15,16037
2002,7,29,15134
2003,10,3,18246
2004,1,23,19060
2016,12,28,15870
2005,4,28,20321
2007,2,26,20077
2008,4,8,19366
2017,9,11,13154
2018,6,6,20524
2019,11,4,21347
1997,8,11,15221
1998,11,1,14098
1999,10,6,15499
1999,6,25,15326
2009,1,7,17125
2011,11,14,16816
2011,7,9,15634
2012,12,5,16127
2013,9,4,17470
2014,10,10,16482
2015,11,9,16407
2015,7,14,16784
2000,8,5,13927
2005,1,24,37736
1996,8,14,14920
1997,5,13,15014
2002,1,29,14228
2003,1,25,15057
2013,6,16,18359
2000,11,19,15212
2000,7,24,15780
2008,5,25,16392
2009,8,6,19107
2011,10,19,16256
2011,6,24,17893
2000,1,16,14677
2002,3,10,13936
2003,2,7,17351
2005,8,29,19429
2017,5,2,15821
1996,1,15,14538
2006,11,17,20405
2006,7,10,20575
2008,8,19,19348
2018,2,1,19327
1997,4,4,15051
1998,3,5,14991
1999,2,2,14632
2000,4,4,15434
2001,1,15,16816
2002,10,11,14683
2003,7,17,18314
2013,5,3,18276
2007,7,6,20563
2009,3,30,18274
2017,2,18,12109
2019,4,20,16308
1997,1,16,14198
2014,4,29,15607
2012,11,20,16718
2014,1,26,14292
2017,4,23,15462
2017,8,22,16065
2019,10,13,20957
2008,9,6,14253
2009,12,3,17770
1997,10,27,14740
2001,12,9,13613
2012,1,21,12331
2004,5,8,17004
2004,9,1,20031
2015,2,20,16122
2016,8,3,16745
2007,6,11,21148
2009,5,26,18086
2018,10,29,19949
2020,4,3,8493
2020,8,26,10279
1998,7,2,14964
2010,2,9,14765
2011,3,8,16899
2001,9,27,14383
2003,11,20,18445
2014,6,9,16526
2006,2,22,19110
2018,9,19,20102
2020,7,17,12410
1996,12,21,13458
1998,10,26,14992
2001,3,22,16973
2004,6,27,19112
2006,4,21,20057
2015,4,19,15854
2016,9,22,15998
2018,3,16,20562
1996,10,20,13893
1998,12,25,12284
2008,1,10,19930
2009,4,15,18070
2010,11,12,18171
2010,7,19,18712
1999,5,21,15327
2012,9,17,17181
2013,4,14,17447
2004,1,29,18976
2005,12,2,19057
2016,12,6,14644
2017,1,5,14653
2007,2,28,20673
2009,9,17,17963
1999,10,8,15747
1999,6,3,15297
2001,5,18,17397
2011,11,4,17188
2012,4,11,16980
2013,1,14,17037
2002,2,17,13859
2004,12,31,17908
2015,11,23,14702
2015,7,4,12574
2007,11,25,20774
2010,8,23,18612
2002,8,25,14679
2004,10,18,20059
2016,5,23,16211
2005,11,17,19781
2005,7,26,20222
2007,1,24,20148
2013,6,30,17558
2019,6,10,21173
1996,6,19,14784
1998,4,13,14880
1999,9,20,15362
2007,4,27,20734
2010,3,24,17494
2011,2,9,15443
2001,4,7,14959
2001,8,6,17508
2002,7,27,13705
2013,12,18,16975
2000,1,30,13041
2005,4,6,20057
2005,8,7,19681
2017,5,8,16284
2017,9,1,15754
2019,11,10,20754
1996,1,5,14399
1997,8,13,15069
1998,11,15,14287
2007,10,8,20895
2008,8,29,20186
1999,2,4,14961
2013,9,2,16705
2000,4,30,14957
2000,8,31,15730
2002,10,13,13991
2005,1,22,26338
2008,2,29,20124
1996,8,16,14900
2007,7,12,21468
2011,5,30,16614
2019,4,26,20456
2003,1,19,16948
2014,4,27,15755
2000,11,29,15676
2008,5,31,16809
2017,8,16,16637
2019,10,7,21579
1997,7,18,14721
1999,1,16,12545
2011,10,29,12850
2011,6,2,17590
2001,12,3,14258
2003,2,1,14952
2014,11,5,16286
2015,10,2,16458
2004,5,6,19785
2006,11,15,19404
2019,3,6,20197
1996,9,1,12289
1997,4,30,14903
1998,3,3,14890
2009,5,16,14981
2020,4,29,4940
2012,8,10,17678
2013,5,9,18361
2014,2,24,16387
2017,7,27,17147
2000,12,10,15102
2009,3,24,18076
2017,2,24,15740
2020,2,28,21219
1997,1,30,14704
2020,7,27,12246
2003,5,22,17934
2017,4,25,15642
2006,4,19,19747
2006,8,24,19981
2008,9,12,17787
2009,12,5,13767
2018,3,22,19897
1998,12,7,14879
2010,11,2,17652
2010,7,9,18765
2012,1,11,15690
2000,5,11,14982
2003,6,26,18435
2004,9,7,20017
2013,4,8,18374
2014,3,9,16022
2015,2,14,12090
2007,6,5,20586
2017,1,11,14568
2018,10,7,19734
2020,8,28,12457
1996,5,14,14608
1997,12,2,14918
1998,7,8,14790
2009,9,23,17388
2011,3,14,17383
2001,5,24,17329
2001,9,17,13703
2003,11,26,18607
2012,4,21,14164
2014,6,19,16610
1998,9,25,14417
2004,12,25,15616
2006,2,16,19228
2009,7,19,18201
2018,9,21,20362
2001,3,16,17068
2007,11,23,16851
2012,2,20,16970
2002,8,23,15247
2004,10,24,19336
2004,6,17,19461
2016,5,13,16239
2016,9,12,16002
1996,10,18,14660
2007,1,18,20100
2009,4,1,18038
2018,11,18,19277
2019,6,12,21532
2020,5,12,4715
2020,9,13,11231
1998,4,11,12953
1999,5,15,13338
1999,9,14,14540
2010,3,30,17618
2011,2,3,14908
2012,9,23,16544
2002,7,1,15209
2004,1,3,16938
2013,12,28,16299
2016,12,8,15329
2006,3,1,19441
2007,2,6,18917
2017,9,7,15275
2018,6,10,20538
1997,8,7,15237
1998,11,21,13046
1999,6,13,14261
2013,9,24,16971
2015,11,29,17475
2015,7,26,16663
2000,8,25,15854
2008,2,19,20117
2010,4,26,17965
2010,8,29,17566
1996,8,26,14936
2001,7,11,17372
2011,9,25,15982
2013,3,31,17317
2003,1,13,18229
2004,2,12,19453
2005,11,11,19641
2005,7,20,20198
1996,6,25,14838
2008,5,5,20267
1999,1,26,14695
2001,4,9,16845
2011,10,7,17415
2011,6,4,14351
2012,5,4,17300
2000,1,4,15224
2002,3,6,14762
2003,2,11,17786
2005,8,9,20250
2008,11,26,18795
2015,10,4,15725
2015,6,7,16454
1996,1,27,12268
2006,11,5,19147
2006,7,6,20552
2007,10,2,20233
2019,3,28,21072
1997,4,24,14933
2016,6,22,16371
2000,4,16,14821
2002,10,23,14588
2013,5,15,17920
2014,2,18,15547
2017,11,30,15634
2017,7,29,14581
2019,9,19,20249
1999,8,27,15043
2007,7,18,20659
2009,3,18,18141
2011,5,16,17298
2002,4,18,14777
2014,4,17,16778
2005,3,23,19895
2016,1,6,14407
2017,4,3,16121
2017,8,26,12802
2019,10,1,20333
1996,2,4,13195
1997,7,28,15095
2008,9,10,18348
2009,12,15,16802
2001,12,5,14253
2012,1,1,14253
2013,8,9,18952
