origin,dest,passengers
11002,14771,366711.3840000001
11042,13495,332681.7516
10821,10721,6944081.573
14831,14107,6470637.162599999
12264,14986,7381.529999999999
13230,12478,79.27
13485,13029,42.445
12339,13303,125843.41719999997
14100,10994,36097.92639999999
11433,13485,3131054.4717999985
12478,14122,764710.8788999993
11618,14893,85076.13960000002
15041,14771,16815.984999999997
14100,12889,3495149.0933999983
12478,10868,444.665
11865,14543,56724.64200000002
12945,14108,40.785
12892,14113,40.36
11278,14635,1049175.0896
14986,11618,648628.9898000002
11193,12451,816558.3796999992
15249,11278,9115.714999999998
11140,12206,124.20030000000001
14696,14107,282.888
13487,11298,3795541.713199997
10721,11066,1043127.3389
14512,11921,37.855
13930,14100,10426295.053100005
11996,12191,196330.4208999999
11618,12191,392494.8221000002
14100,12339,697390.3969
12266,12441,82614.87330000002
13029,11146,41.095
11298,14747,5103307.300999999
11259,15016,3488662.5627000015
11995,14814,34.3
11042,13487,1762644.2620999997
11193,11278,2501306.3625
14771,12441,30978.280599999987
13244,13277,39385.990000000005
11259,13495,3247174.8674999983
14747,14252,157377.763
11292,16440,250926.0631000001
11995,13296,41.725
11146,12223,73.98
13930,15497,1542.312
10185,10397,721634.9849999995
11481,10821,360278.26890000014
13851,11259,2073700.448299999
12191,13244,607659.6759999994
14098,13204,350396.26750000013
15374,10397,77707.42580000001
14576,11057,630137.0213
14150,11278,345.222
12173,12266,3111479.0294999983
13930,15096,1674380.206300001
11298,10868,372519.1845000001
15048,13487,137161.474
11146,11267,42.445
11638,12954,21593.2164
11298,13158,576504.0599999999
14492,14307,30192.87560000001
13232,11481,4068.0234
12954,10397,83772.018
11111,13930,97978.97449999992
14108,11057,17978.17
13127,10713,79.595
13303,10529,100223.30630000005
12266,11415,17943.78839999998
10397,10581,36182.53
14098,12478,37.205
12197,11042,151481.13799999992
12264,14321,269973.6262
14524,14321,40.45
10397,11618,16492420.832300007
14679,13476,37105.72320000001
12945,10693,40.45
14689,10713,2813.6000000000004
11146,12266,267295.07219999994
11042,11252,7846.094700000004
12478,10257,45462.294599999994
15376,12478,76356.79199999999
13796,10721,574356.564
10257,11618,407651.4915000002
11259,14635,12313.097999999998
14869,11540,109924.21999999996
10136,15411,22.323
14487,11638,66.942
10577,13930,42.99
10397,11292,11356617.467099998
13970,10299,682987.4600000007
12266,16440,674214.3245000007
14869,13342,59525.77080000001
14986,15356,290.772
12217,15016,366.14099999999996
14843,12478,6408703.257499993
11630,14709,410712.0511000008
15376,11638,2620.4000000000005
11697,13851,205.7706
14843,14027,52544.55820000004
11193,14869,4539863.425799992
14487,14771,719581.3720000008
13303,14524,79319.08540000005
14193,11481,42.8706
11057,13232,464561.7072
12953,11252,11968.069399999997
10599,12448,764127.4231999997
12003,12156,934.6780000000003
13204,12892,5215155.803299994
12266,14457,9851.039999999997
12889,12339,1360875.2361999988
14843,13487,104074.41999999995
11203,11471,13578.639999999996
10257,15304,412129.66660000006
13204,13933,102094.64860000001
12451,11697,1905068.9474000013
14771,11648,2821.0449999999996
10792,14027,3519.6530000000007
14783,11413,41.05
13930,11618,14243835.807500001
11042,13232,3367405.654099997
14057,14100,288374.7576000001
13931,10529,42.055
10781,11150,159.72
15304,12478,5765343.068700001
11298,11697,2586692.8779000016
13256,13244,17064.769999999997
10599,14771,142.308
14107,12266,7771998.724900002
15304,14027,1286709.6713999999
11057,11986,13049.244099999996
11617,11057,45767.746399999975
13344,13342,10835.945
11003,11109,76.175
13577,10397,2466672.692000001
14685,12953,305739.5795999999
15096,11697,55295.46239999999
11867,11298,93499.27060000006
13487,13304,3361.5405000000014
10721,12451,522739.9260000001
11697,14027,9284.612499999997
14747,12892,14551625.654599959
12402,14771,9323.547199999997
11066,12889,1933800.0029999975
10397,10140,2563980.562000001
10693,10792,1940.4
11298,10747,215088.38270000005
11298,11905,172328.11970000007
14696,11057,29301.290000000008
10397,13203,316225.4635999999
11193,13360,6856.133800000001
13851,12892,149247.94480000003
11278,15249,9603.814999999999
12884,11278,187.11
10918,14314,24.393
10257,10785,43.6815
11193,12217,219186.2915999998
11027,12264,35862.45
10994,13232,435118.49239999993
12266,11995,610066.3172000003
13476,12892,1041217.0502000005
14162,14771,39869.64199999999
11525,14113,63.959999999999994
14771,11278,325383.0284999999
11433,10257,1707325.3551999987
13487,12441,201916.03049999988
12441,12892,62354.97270000002
11618,13244,1247929.7754999995
10423,12191,2978442.8074999982
13342,13495,108559.86160000002
10409,11292,17816.004999999997
14120,10409,6166.365000000001
14321,14100,300039.2389000004
14843,11193,62680.867200000015
10599,13204,1093847.5049999992
13931,13303,105299.97619999998
11292,14831,5374024.747199999
14683,14679,730514.8601999994
13342,10408,71624.24000000002
14057,14689,10685.714999999997
13342,11278,1098109.3020000004
14457,11298,78776.79000000001
11267,13342,42418.08300000001
11618,10397,16452885.0361
11193,13930,4510077.811799999
11292,11193,2796407.6192000024
11042,14107,2500976.0395999975
15016,13204,2664576.959300003
11278,10529,1151158.5293
14747,11057,915276.1996000006
15016,13871,1416012.1346999994
11267,10469,35.79
12264,11996,340461.27430000034
14679,14107,11629700.958099999
14771,11503,17185.5458
13342,14100,112940.38179999994
13277,10599,109.1975
14986,13342,37873.01359999999
13495,13487,795849.0580999996
15304,10140,99992.45409999994
15370,11433,115557.87610000004
14683,11995,43.2939
14893,14683,28740.029999999995
11537,12397,235.14379999999997
14487,13264,42.93899999999999
10140,11042,2518.5381
12266,13796,893677.8426999996
11648,12892,4684.9872000000005
14685,14492,40.67
14492,14679,475.55999999999995
12889,10397,11122798.892200008
12191,10821,1320587.1097999997
11540,10140,604020.3809999997
11986,15016,94518.93499999998
11057,11423,32944.87819999999
13244,10821,475165.2122999996
13204,11278,4525939.199399998
14771,13198,206308.62090000007
14570,11298,1762484.761700001
14771,13891,2368572.0060000024
13486,14113,72.95
11292,13851,3674177.004400003
10643,12191,85566.61359999998
13232,14492,1431407.4210999988
11278,13232,986562.7535999996
11298,12094,125331.57559999998
13485,11109,165.20499999999998
15304,11042,1520125.1929000004
10408,13930,973861.5900999996
14869,11618,2094779.8960000009
13296,10693,65320.81420000001
13796,15376,42056.460000000014
14635,11697,216.02020000000002
11618,14254,82012.10960000001
11057,14986,665416.0941000005
12264,11503,12776.543999999998
13264,14747,190.521
10643,11973,2028.0353999999998
10666,12173,136137.26720000003
12266,13277,59711.46379999998
14814,11921,41.8863
13485,12889,13819.141899999995
12448,11057,40038.799999999996
11057,13485,4697.255
14492,15096,1014.6238999999998
10643,10423,4519.079399999997
12478,10693,304752.5356000001
12478,10140,257969.53800000003
11292,11003,831971.885500001
13487,13303,1774699.911500003
14869,11884,2525320.4791000006
14570,15376,10969.569600000003
12889,11721,124589.78160000003
14635,14986,89469.59599999998
16218,14869,18728.964999999993
11298,12891,368808.6731000001
14027,12339,8307.220299999997
13264,14893,149.089
14683,13061,85.5321
12953,14027,6353480.238099994
13198,13851,863805.2764999997
11259,12191,11742050.568400007
14814,12217,153.41000000000003
15376,13930,1585119.9200000016
13303,11995,75953.42319999999
12266,14109,3855.7200000000007
11697,14869,401126.21030000027
13232,13495,783496.4164000001
10779,10849,120.58500000000001
14492,15356,73114.20609999998
15024,12264,139336.42279999994
12191,10279,1898.6435999999999
13232,13303,42949.519199999995
10980,14730,100.464
14107,14307,225028.83870000005
13232,10599,935196.2743999995
12892,11503,80778.04449999997
14689,11413,37.855
10561,11298,107951.53559999999
12448,11433,9038.891499999998
15016,14307,371.96459999999996
12003,11921,147.51
13891,12478,361742.6159999999
11433,12884,1680739.9998000006
12003,14869,826329.2426000005
10599,13487,7340.877499999999
10930,14893,7161.756000000003
12266,11996,466756.2029
11298,12889,6738613.5609
11292,14685,830.4021
13930,13495,2456856.3481000015
11603,14107,106621.28000000001
12323,11699,36.26
12478,10994,902945.8742999998
11066,13487,1666784.8650000016
11603,14869,373525.9434999999
13487,11315,74773.38
11278,10581,13391.469999999998
11996,14524,44.1813
11433,12448,10673.321499999998
13502,11921,1645.5600000000002
11298,12884,41.126400000000004
10693,11298,3019351.8017999986
12892,14831,7462099.028499994
11259,12206,147158.40290000007
14193,13422,226782.2625
14831,14698,5289.7716
13495,12391,7930.144499999999
11865,14812,1531.2549999999999
12278,11259,178373.58210000003
11278,12884,227.495
10423,11433,540985.3404000003
12953,14685,296352.208
13476,14113,36.15
12992,11778,43.135
12278,14107,277345.0474
11259,12992,2518241.329700004
14100,10821,822039.367600001
15304,13204,203856.9084
10721,11905,3.1431999999999998
14814,11193,72833.641
14683,11540,1594938.2741000005
13931,12889,155722.48749999993
14107,11986,20908.385199999997
11298,15295,4816.6828
13264,11292,371782.98230000027
10994,10693,307415.86130000016
10434,10135,36.34
12266,14524,557383.9727
13495,11057,2454924.5667000003
14006,10967,25317.195000000003
10800,11259,85524.06239999997
11109,12889,157171.90519999998
10994,14100,35780.5503
10821,10434,36.15
11057,12244,348.405
12266,12339,2025901.3363000015
11042,12191,10616.6853
11193,14679,1819047.3460000001
14027,12391,1024796.4713000001
11298,14986,6643.218900000001
11697,11433,4064086.726400004
11697,10397,19154351.93720001
14107,10529,336393.4822000001
14107,11109,747417.5446000003
10577,11193,66405.48139999999
11013,11433,109385.02
10785,13485,40.32
11638,15023,42.885
11109,15016,34649.9686
13796,10561,38.83
10874,13204,695551.3763
11433,11996,658273.3237000001
14027,14100,2712901.1524000084
11193,12391,61535.332600000016
13232,12448,536590.8274000002
13244,11973,341562.8255
13424,12892,65730.31199999999
10994,11423,43.49
14107,11057,2814550.5733000003
13873,10299,1410583.6116999981
13871,11049,43.4469
13360,11433,42.865
14113,13486,39.73
10930,14487,22.679999999999996
14843,13244,137891.958
14457,11109,203.69
14771,13930,18752038.415899996
11066,11278,975704.7593000015
13204,10785,114505.56610000003
10423,11259,5627345.2097000005
14771,13851,60361.983
14307,11042,601147.4255999996
11292,11259,771031.4856999997
13204,14107,1709539.1898999999
10599,10821,1175063.957
11292,11711,24.681
12884,11986,37.8
13204,12191,1895533.8153000013
13230,11193,300245.8757000001
12478,12094,2315.18
14006,13930,296960.745
13204,14027,61765.37800000003
13158,14107,30211.834999999992
13303,15027,3187.4123999999997
15412,13303,15919.782600000002
13829,14869,207.214
12478,14679,3232299.4098000005
15380,13930,923681.8378000001
10693,14100,1369965.1215999993
12217,11433,91945.44040000002
14635,11624,72.13
12892,14843,89387.91969999998
11921,10140,41.8863
13476,14689,65.811
12951,13244,40389.32999999999
10849,13487,1708747.2489999984
12094,10397,205908.98949999997
11973,11057,21681.39
10693,10643,2144.6877
12266,14730,966376.9321999993
12264,12953,1714299.9791000015
11865,11292,310941.3119999999
12391,12889,173247.39239999995
12951,10397,915782.5874999994
11603,12889,25509.049999999996
14570,15389,192.505
13377,10423,37.565
10693,11618,1874382.4034000007
13851,13891,20034.227999999996
10693,11057,2605942.6938000005
12191,13495,4882146.444400002
14635,10693,89051.37600000005
14057,13264,297332.4080000001
11292,10785,2800.619
13264,11109,41.135
10208,12478,38.085
10713,14489,37.445
13931,14685,41.675
11697,11042,1685450.5995000005
14307,14107,229748.50899999982
10434,11057,42760.4406
14869,12953,24299.800599999995
12217,12264,211730.59249999997
11193,10431,80218.72519999997
14716,12892,16669.48
10423,13796,363454.07019999996
16218,11298,21360.8
10627,11109,40.655
10693,10721,793214.2101
11193,13851,314216.6779999999
14635,13487,2221927.5673
12441,11921,41.862
12266,13198,2818914.0862000026
15376,14747,735683.5965000003
11292,11122,650610.4790999999
12217,12992,218761.7765
16440,14683,280757.3970999999
15304,14321,1036.566
14576,13930,2876700.204400002
11697,11057,4750645.016000009
12478,10599,196.485
14679,11603,43.31
14679,11638,43600.12320000001
13495,15016,586850.7907999998
13198,13342,640898.1789000004
15016,14193,2485.1068999999998
14689,11292,607962.6648000003
12266,11413,6131.934000000001
13244,10781,481227.3551000001
14679,12173,980194.9959999996
13495,11066,11746.498399999999
14814,10599,32.64
10800,11292,1746761.3204000003
13198,10397,8143514.003799996
15304,13232,2116489.1167999976
14679,13388,7652.915000000001
10408,13342,71828.81500000002
10721,13303,1306082.7829999994
14574,11433,27181.475
14492,12892,653789.9963
14307,10693,191254.4047
14307,12266,58714.783799999976
14683,10279,77.13
13244,13485,8072.922999999997
12156,14869,824925.7015999997
10408,11423,37.955
12266,14635,1584520.6852000002
13158,12266,1304741.5943000007
12451,15412,41.9169
12320,15304,4498.8658
13891,10721,718.542
14057,14107,6872882.072299993
14100,11278,899770.7350000002
12953,10781,4794.010000000001
13303,10599,72060.7554
13203,11298,36.26
13851,14893,18789.6954
15016,13487,3168754.695999997
12391,11057,38492.1709
13198,14814,147.715
11697,13303,140.5712
14831,13930,3143139.0763000003
14057,11298,2387031.509500001
11067,11298,112674.42050000001
12889,12173,1151878.3685999992
13264,14689,22.773
11203,13485,38.035
11066,13796,67116.60520000003
11298,15323,15647.531400000007
10469,13487,224108.03850000005
11292,11468,41812.90000000001
13930,10990,230693.36599999995
10561,11638,241.618
11298,11193,2816270.1021000035
14730,12266,892247.775500001
13433,11292,375011.20840000024
12266,10431,138495.5308999999
11618,11278,3606052.3418000014
11292,14570,3323352.549899999
14107,13244,703433.8804999997
14771,11540,40.785
13198,13495,250773.96369999988
12441,10620,14004.095799999997
15376,14057,211.805
10599,14814,224.85
11413,11292,896051.8158999995
12889,11298,6808897.611099997
13303,12892,2794503.0746999984
14057,13204,67491.3012
11423,11057,32451.583199999975
10781,13495,85.8024
13367,11109,192.56640000000002
12892,13495,2919754.1008999986
14869,10849,1550239.2617000001
14100,14747,1408155.1046
11986,13244,84261.09460000001
11259,14492,105998.41300000006
15024,12953,6424.215800000001
10268,13487,17826.452999999998
11638,10918,37.905
13796,11638,167.63
11540,13891,29591.000999999997
14683,11433,643647.7053000003
11267,13204,519479.08869999985
13241,13930,42872.310000000005
14100,10423,333545.85570000025
14057,14570,1107597.0645999995
15016,11423,193282.6111000002
14122,13303,509331.6250000006
14107,11413,393679.3586999997
14574,12953,24917.841900000007
13244,12266,1949569.122699999
11042,12889,3125707.007099996
10994,15016,16956.319399999982
12892,14908,265363.9180000001
15304,15096,1205.46
12266,13851,2379909.1824000017
10397,10257,1844384.2210999995
10146,13203,72.43
14576,13204,760042.5111
11259,14730,25806.82859999999
10469,11193,114734.21480000006
13232,10994,436520.8748000004
11057,12945,34048.03339999999
14576,11298,40700.73529999999
11973,14193,99.1272
14487,10157,392.501
11996,10994,42.2178
11042,13851,20050.6842
11433,10581,121435.56110000006
11057,14696,29742.88499999999
14100,11503,1118.54
14685,10731,43.315
13851,12278,32.64
10721,13487,5613299.9057
10561,14869,84830.41999999997
10397,10713,86747.72319999996
11423,10408,41.8863
14107,11618,6801228.066199998
16440,14771,70825.17889999998
16218,12363,46863.450000000004
10721,12197,35.225
11603,14794,40.415
14831,16440,336617.6471
15304,11721,284390.1751000003
14109,12266,3830.815
14908,15389,32.64
12892,12280,43.12
14679,14689,3764.171400000001
12889,14679,7307667.327200004
14107,10643,712.6949000000001
13930,14288,36.89
11618,14679,3429214.9715
11298,14492,2872554.947799997
14635,11721,153423.79780000003
10561,14771,358833.154
11057,12448,40452.110100000005
10821,10397,14855809.09440001
11973,10397,2684149.3245999995
15370,13232,93863.89689999998
14635,10785,146.826
14831,14057,4789302.923699995
12264,14107,1676681.7495999997
13930,14869,4518834.101700002
13795,10397,630170.6374999994
11433,14893,29075.121000000003
12889,10561,25536.182700000005
14122,15412,42.445
11057,14831,17589.13040000001
13487,14635,2213813.6315
11292,15023,15209.645
15304,12945,4175.4624
12915,12951,29.189300000000003
10423,13891,45917.7037
10800,14057,697669.1209999992
12391,14027,942670.9177999992
12339,12266,1991508.377600001
14635,11292,317693.71790000005
11995,12448,41.1
11986,13485,43.695
11423,12992,41.248799999999996
13241,14109,95984.02500000001
13422,11973,98.2816
10423,11042,157347.93639999995
13476,14107,451802.8525999996
10581,11278,13453.569999999998
11292,11109,3088261.4318999993
10397,10868,5504912.503100008
10397,10731,728313.6637999996
10140,14747,643795.1734999996
10693,13204,2317457.1859999993
14698,14831,5269.3398
11259,15376,1381.1742000000004
13891,12266,1817802.9366000004
13930,10581,8681.275999999998
12953,11066,585819.6397999991
14683,14831,3393.2178
14986,10397,6892958.5431999955
14869,11711,109.245
10577,14122,1277.8349999999998
13342,13930,2099078.121899999
13487,13930,13037863.85760001
11027,14122,36.89
11697,12339,409068.1175999999
11057,13502,2813.7683000000006
13127,11884,39.585
11203,15096,41.065
13487,13029,233018.855
14288,11109,167.2522
15304,12191,1532145.8502999998
15304,14492,1399137.894700001
11697,13342,286805.92490000004
10581,12478,72143.4091
15024,11618,504514.08920000016
11624,13495,37584.84239999997
10434,14100,34114.93999999999
14307,13303,998.8367999999999
13476,14314,36.89
13422,14193,227336.65050000008
15919,14771,12364.12
11603,13476,73.485
11292,13184,41.095
13204,12266,6540763.3376
10397,13360,4577708.568900001
13244,14747,1115863.0395000004
13891,13796,4284695.177999999
10279,12896,86.1186
14122,11697,1398531.2557000015
13342,12266,964096.7313999992
11042,14122,137717.19619999998
14869,10779,589287.9020000001
12390,10397,55317.86500000001
14679,15389,73.74000000000001
10800,14576,153.35999999999999
13487,10994,2217.5125000000003
13244,11042,202287.48179999986
14908,14107,8390605.7021
11193,14814,75430.9376
14869,11603,374488.83709999983
13930,15380,923090.9040000004
11259,11481,134564.89080000005
12266,10849,2569.4900000000002
15380,11057,414.00499999999994
11618,10257,403911.94480000006
11433,11612,187223.92740000004
14771,14252,232452.7750000001
11433,13577,194634.34220000007
11697,14730,792.1368000000001
11066,13851,106.1298
12448,14108,42.024
13204,12217,128105.85849999999
10821,12478,233206.46589999992
12892,10299,629652.0724000008
14100,13244,702931.6437999995
14122,14869,103085.12010000004
14869,15041,738052.6799999998
13296,11042,497724.67080000055
12266,15411,148955.9696999999
14193,11697,6089.455000000003
14534,14812,2547.1950000000015
12892,14716,16706.05
14100,11996,36833.40380000001
12397,11433,144846.34499999997
12478,10849,926.5319999999999
12264,10785,255839.79290000026
12892,13891,322781.1355999999
11413,11921,37.8
12953,12264,1643758.357799998
13830,12892,5530090.726200001
14869,11122,509475.56999999995
13931,10821,2100888.5759999994
14869,13264,371289.72000000003
10721,15070,311.22450000000003
13930,10627,91231.60399999998
13487,13244,4512162.965999999
14869,10529,32676.304600000003
15249,10423,257.6
12451,13495,82208.83920000002
13121,14802,7141.145000000001
14635,15096,377.81999999999994
10994,12339,40.635
12953,14524,631288.4164999991
10599,14730,430511.2012000005
12889,11884,978757.1847000017
15048,13871,72.13
11267,12264,176425.58899999995
12892,12278,39481.99860000002
13029,11109,224.78500000000003
14869,14314,40.655
13851,11042,19099.19760000001
14107,10299,560938.9698999999
14107,12173,2522851.9309999985
10800,11109,259.555
11146,13930,381325.52069999976
10257,12264,173820.3939
12264,11066,250760.08840000007
14679,10561,23359.6677
14570,12892,2233924.8060000013
14908,11259,162597.204
11977,10408,42.355
14783,13502,37.855
12264,11042,730182.8651999984
13930,13367,886294.3323999994
13930,14711,172658.0415999999
10397,11982,227173.2099999999
11721,11193,88932.92459999994
10431,11076,39.01
14100,13495,1138739.1041000008
15096,11986,36.34
12266,10140,2990390.5012000035
10849,11921,196.135
13495,11292,2959963.597499998
15096,11042,284489.56850000005
11259,11292,747115.7460000007
13198,13891,33314.6637
15016,10529,25553.740599999986
10136,11298,512376.98369999963
10599,14100,27930.456000000002
11042,12391,73351.4483
14771,14698,765438.0440000006
14524,11278,163.6
10140,15389,69.77
11292,10781,81.2237
14679,13244,48167.483599999985
13495,15624,40.239000000000004
10721,14831,870517.8389
12889,12264,2848561.5318000005
12953,11292,8414797.126800006
10397,12223,96351.44999999997
12951,11298,279168.6404
11259,10423,5770060.636399999
13232,14747,867221.6248999997
10529,13232,999046.5142999993
10529,10397,6792864.865500004
14576,14635,6219.4895
10299,11193,42528.479999999996
13029,12197,82.13
11193,15016,383293.45340000006
14576,13232,147654.21380000006
11433,13076,13603.600000000008
12892,12451,38457.64139999999
14771,12892,26375236.701299995
11433,11146,39576.87000000001
11193,15323,108541.3598000001
13264,11638,35.79
15295,11193,154211.82179999992
11298,10299,69167.9141
14321,12478,1174325.8466000017
14576,12264,333683.4900999997
13303,10721,1291638.3606
12191,11697,860551.7475000003
14492,11433,2917605.0679999976
10397,11003,318904.56009999994
14747,11697,231727.9042000001
14321,11193,1193464.9020000014
13198,14635,42590.13559999994
11140,12266,1912328.9847999986
10529,11433,2968952.5856999964
12889,10693,1025056.6581000003
13158,11540,111621.45749999997
11109,10140,190671.28629999998
14747,11638,21348.22
11618,14570,1886.9292000000003
10423,10643,4519.079399999999
12266,15569,56983.79460000001
12339,12191,331562.1087000002
14869,15370,380477.25819999987
13241,11298,90831.5354
11298,11603,144.9888
13264,14771,1813918.1889999988
13577,11433,194642.86720000004
15411,15401,21.963
11726,13930,19515.308100000002
10849,14869,1548839.6344000015
14122,11278,738445.5029000002
11292,10257,30802.69680000001
14869,15389,649658.1309999999
14543,11865,56817.132000000034
13930,13230,1555503.2656000014
11193,10821,2040488.5315999992
11433,11267,218875.46229999996
11298,11778,436473.05349999986
13433,12519,85.98
10732,11697,142304.1298
11433,10577,152132.78999999998
14307,12478,37084.82360000001
13487,11267,369694.13910000026
12992,11109,38.83
12278,11292,1941516.5660000006
15304,11267,197565.18049999987
13487,10299,2910806.3092999994
13296,12889,208661.8437999999
13577,14122,6422.852300000001
13204,14893,14568.384599999987
14492,10994,1050.4736000000003
15016,14986,7548.5999999999985
11066,11697,325152.91930000007
11066,10397,7067054.882100005
11697,13487,1083143.0310999996
14843,13232,22349.136599999983
14489,14107,64822.48
12278,14952,76.79
10397,11278,15819376.367300017
10713,13487,1303179.212499999
11540,10423,1713984.0403000014
11298,11637,7641.125000000002
12266,12320,911.8979999999999
14098,10397,3014792.0945999986
10685,13204,204213.7839000001
14107,14100,4611281.3729000045
13360,11193,6848.723800000002
13485,11278,23691.997499999994
12191,13487,261298.1565
13029,13485,37.805
11503,13930,259492.7614
11292,14489,178916.82490000012
11259,11540,3048361.407700001
11292,15048,5448.4242
10627,11233,38.285
11057,14683,634161.7805000001
13891,13198,33588.65610000001
15624,15919,78.74
11540,13829,40.195
11921,15389,36.15
11618,13204,13218328.451199988
11066,14635,656155.0299999999
14057,14893,3014840.297300002
11648,10397,30638.556300000004
10423,13495,304275.03919999965
11193,15376,332723.1731000002
13502,11042,341.3872
11292,14057,7877494.686200011
11278,13495,616052.3668999994
12191,14492,277144.04320000013
14730,14100,21049.464600000007
11057,14814,20905.681800000002
11252,13204,42.12
11995,12266,569707.6524999997
12266,14908,4403125.763600001
13344,13184,2265.8649999999993
14893,13485,37.905
13029,14512,37.805
14107,13891,7412908.869300003
13495,11624,37901.70719999998
12266,12889,6645507.435299995
13264,13485,41.05
11292,13577,1856.795
15323,12945,35.735
10397,11697,18934132.8451
13244,10140,78.74
14730,14492,43237.840199999984
10821,12217,170796.9082
11413,12266,6131.934000000001
14057,10800,705463.6378999997
12441,14869,1188356.5072000008
14057,15304,106.54560000000001
12945,12217,43.1358
10721,14869,2584379.2793000024
13244,10693,837161.1999999995
10849,14747,12763.630799999999
14843,11057,1108563.0513999995
11278,14321,31423.955300000005
14698,13891,23.25
11292,13891,3281596.2753999946
10397,12951,920549.78
10792,11433,2381597.8676000005
11423,14869,59400.695000000036
11986,15295,144.26
10397,12124,115214.15100000007
14321,11292,4143.672600000001
11603,15389,230.3
12436,11638,50.253
11278,13342,1102440.7589000007
11259,16440,55710.247399999964
10158,12953,888.13
12363,14679,27521.976000000002
10599,12945,32.64
11292,12992,441475.31489999994
13930,10980,216628.43420000005
14747,14893,6080010.507400003
13232,14100,2584403.3632
11423,12889,181613.98630000005
13232,13230,3083.2050000000004
13485,11066,85.39500000000001
13485,11003,43.675
14307,10529,41.095
12896,13930,43.1358
14254,11697,13294.313999999995
11193,10397,8069884.691799998
10994,11995,12636.412000000002
11292,14812,5011.555
12363,16218,48148.437000000005
15016,13367,5123.593600000002
12197,10785,750.1632000000001
12264,11697,1650798.3379000013
10792,11697,695935.3195999999
10135,12264,12122.245599999997
11638,13930,29161.59159999999
14674,12892,39823.06999999999
13476,12280,40.655
15016,11433,4030657.7660000008
10529,14122,430436.9939999999
14576,15070,97.37549999999999
14730,14893,180.37890000000002
15412,14574,74.98519999999999
12156,12280,38.76
10821,14193,188.2818
11953,10980,54.951
10372,14512,37.955
13930,11203,625375.2447999995
14689,11109,152.035
12954,14771,1504920.336000001
12478,13891,358643.60999999975
11066,11042,248024.65259999965
14635,10397,10892555.181800004
14100,12478,489823.5462
12177,11292,5351.327199999999
13341,13342,40.635
10140,14674,42.64
15376,14570,10820.2926
10693,11066,939453.0346000005
12892,14288,238.32999999999998
13891,11292,3249573.844099997
10926,10299,789637.5849000007
10721,13577,14973.589000000009
15304,11624,110330.36490000007
11057,14193,553834.5441000004
13577,11042,3504.472900000001
11423,13204,20381.1919
13277,13244,43594.94
11603,10713,159.91
12264,10792,364023.29809999996
11278,13487,5649363.061799999
11057,13577,2133815.2288000006
12892,14237,25128.250000000004
11996,10821,297126.4246999997
11267,14122,44996.6738
13930,14635,1656244.7961000009
10874,12953,1163931.7097999996
11995,14492,28638.821799999998
15016,14006,39.73
10721,11057,5236756.033899997
14869,10299,2059080.3144999992
12992,10423,73.98
10800,10397,66354.66560000001
13232,11986,282524.53409999993
13360,11618,53441.0496
12191,15370,1648203.0638999993
11298,15411,341908.4297000004
11203,13342,11785.054999999998
13485,14288,39.225
12266,13377,430765.5425999998
13198,15016,2240443.492399998
14831,12478,882522.9479000004
14679,10721,918131.5810999997
11193,15370,199298.97480000017
12992,11433,68978.77139999998
12264,15380,485.90999999999997
14570,12280,76.91499999999999
11002,14487,47.394000000000005
11865,11122,42.75
12889,14771,13990523.756499989
14108,13930,1123374.1709000003
13930,13076,345172.7070999999
14524,14492,84.5
10821,11433,7014064.5233000005
15070,15304,58556.90800000001
11433,13296,1337948.4148999997
12953,13244,1905364.9858000022
10140,15304,96753.47400000006
14696,13303,39.445
14831,14908,3871121.758399996
10620,12280,113.845
10423,11109,80.1839
14107,14457,8033.639999999999
14747,11298,5150533.3805
12319,11298,1088.7956
15356,15016,4882.9878
12266,14122,2340704.1654000003
14679,14683,718836.9372000009
12478,10529,98058.30730000001
11433,10333,111455.47
11292,12451,307058.1280999998
14747,13232,933299.4086000008
12478,12953,280.98499999999996
14487,11002,21.474
11618,12217,31307.913299999982
11433,14150,170615.09850000005
14679,11540,363301.89170000015
11423,10643,4598.9555999999975
10408,13485,41.275
13198,14457,41.488499999999995
14831,14679,5223972.621600002
11638,12889,541902.2000000001
11525,14570,43457.21400000003
11884,14252,237.159
13871,14771,12741.387200000005
14683,10423,906.2450000000001
13851,13930,827159.1044999993
11540,14107,4332363.056599997
13244,12191,571750.3598000002
12892,13851,150375.33869999996
13851,11719,42.885
11697,13796,91084.95
12266,14262,247603.27500000008
13930,10874,691211.8961
12094,13487,125254.58209999999
14492,10693,1899704.5886999995
11996,12953,148529.35309999995
12945,13487,34470.18009999999
15919,14108,76.13
12954,13796,3487108.5835999986
11292,14893,5511055.204199993
11433,15356,67384.87799999997
11057,10990,75523.63799999999
11977,11298,8802.1619
12892,15041,3777.005
10397,10721,14088297.858799996
11503,13303,52585.02640000001
15370,13502,72.13
11982,12266,430391.3029000003
10397,10431,2007839.8225000019
11433,15919,39688.13999999998
12264,12197,29012.344999999994
14794,14262,107.391
13871,14683,3042.3523999999998
11884,14848,41.1
10599,13303,72274.19549999997
14831,14262,135673.2411
15041,14314,22.743
14492,14635,155.61
10721,14843,1677979.7849000006
12266,13244,1925972.954000002
11292,10299,897847.9970000008
13303,13495,203981.88650000017
10874,13342,117632.55829999999
11977,13495,130.5565
13422,12266,1118133.3263000003
10165,10917,3176.3879999999995
14256,12523,759592.8831
